time_s,current_uA,applied_V,force_V,force_mN
520.8,6250.0,0.8,7.587,424.87199999999996
520.9,6250.0,0.8,7.587,424.87199999999996
521.0,6250.0,0.8,7.587,424.87199999999996
521.1,6250.0,0.8,7.587,424.87199999999996
521.2,6250.0,0.8,7.587,424.87199999999996
521.3,6250.0,0.8,7.586,424.81600000000003
521.4,6250.0,0.8,7.586,424.81600000000003
521.5,6250.0,0.8,7.586,424.81600000000003
521.6,6250.0,0.8,7.586,424.81600000000003
521.7,6250.0,0.8,7.586,424.81600000000003
521.8,6250.0,0.8,7.586,424.81600000000003
521.9,6250.0,0.8,7.586,424.81600000000003
522.0,6250.0,0.8,7.586,424.81600000000003
522.1,6250.0,0.8,7.586,424.81600000000003
522.2,6250.0,0.8,7.586,424.81600000000003
522.3,6250.0,0.8,7.586,424.81600000000003
522.4,6250.0,0.8,7.586,424.81600000000003
522.5,6250.0,0.8,7.586,424.81600000000003
522.6,6250.0,0.8,7.586,424.81600000000003
522.7,6250.0,0.8,7.586,424.81600000000003
522.8,6250.0,0.8,7.586,424.81600000000003
522.9,6250.0,0.8,7.586,424.81600000000003
523.0,6250.0,0.8,7.586,424.81600000000003
523.1,6250.0,0.8,7.586,424.81600000000003
523.2,6250.0,0.8,7.586,424.81600000000003
523.3,6250.0,0.8,7.585,424.76
523.4,6250.0,0.8,7.585,424.76
523.5,6250.0,0.8,7.585,424.76
523.6,6250.0,0.8,7.585,424.76
523.7,6250.0,0.8,7.585,424.76
523.8,6250.0,0.8,7.587,424.87199999999996
523.9,6250.0,0.8,7.587,424.87199999999996
524.0,6250.0,0.8,7.587,424.87199999999996
524.1,6250.0,0.8,7.587,424.87199999999996
524.2,6250.0,0.8,7.587,424.87199999999996
524.3,6250.0,0.8,7.586,424.81600000000003
524.4,6250.0,0.8,7.586,424.81600000000003
524.5,6250.0,0.8,7.586,424.81600000000003
524.6,6250.0,0.8,7.586,424.81600000000003
524.7,6250.0,0.8,7.586,424.81600000000003
524.8,6250.0,0.8,7.587,424.87199999999996
524.9,6250.0,0.8,7.587,424.87199999999996
525.0,6250.0,0.8,7.587,424.87199999999996
525.1,6250.0,0.8,7.587,424.87199999999996
525.2,6250.0,0.8,7.587,424.87199999999996
525.3,6250.0,0.8,7.586,424.81600000000003
525.4,6250.0,0.8,7.586,424.81600000000003
525.5,6250.0,0.8,7.586,424.81600000000003
525.6,6250.0,0.8,7.586,424.81600000000003
525.7,6250.0,0.8,7.586,424.81600000000003
525.8,6250.0,0.8,7.586,424.81600000000003
525.9,6250.0,0.8,7.586,424.81600000000003
526.0,6250.0,0.8,7.586,424.81600000000003
526.1,6250.0,0.8,7.586,424.81600000000003
526.2,6250.0,0.8,7.586,424.81600000000003
526.3,6250.0,0.8,7.585,424.76
526.4,6250.0,0.8,7.585,424.76
526.5,6250.0,0.8,7.585,424.76
526.6,6250.0,0.8,7.585,424.76
526.7,6250.0,0.8,7.585,424.76
526.8,6250.0,0.8,7.584,424.70399999999995
526.9,6250.0,0.8,7.584,424.70399999999995
527.0,6250.0,0.8,7.584,424.70399999999995
527.1,6250.0,0.8,7.584,424.70399999999995
527.2,6250.0,0.8,7.584,424.70399999999995
527.3,6250.0,0.8,7.586,424.81600000000003
527.4,6250.0,0.8,7.586,424.81600000000003
527.5,6250.0,0.8,7.586,424.81600000000003
527.6,6250.0,0.8,7.586,424.81600000000003
527.7,6250.0,0.8,7.586,424.81600000000003
527.8,6250.0,0.8,7.587,424.87199999999996
527.9,6250.0,0.8,7.587,424.87199999999996
528.0,6250.0,0.8,7.587,424.87199999999996
528.1,6250.0,0.8,7.587,424.87199999999996
528.2,6250.0,0.8,7.587,424.87199999999996
528.3,6250.0,0.8,7.586,424.81600000000003
528.4,6250.0,0.8,7.586,424.81600000000003
528.5,6250.0,0.8,7.586,424.81600000000003
528.6,6250.0,0.8,7.586,424.81600000000003
528.7,6250.0,0.8,7.586,424.81600000000003
528.8,6250.0,0.8,7.584,424.70399999999995
528.9,6250.0,0.8,7.584,424.70399999999995
529.0,6250.0,0.8,7.584,424.70399999999995
529.1,6250.0,0.8,7.584,424.70399999999995
529.2,6250.0,0.8,7.584,424.70399999999995
529.3,6250.0,0.8,7.583,424.648
529.4,6250.0,0.8,7.583,424.648
529.5,6250.0,0.8,7.583,424.648
529.6,6250.0,0.8,7.583,424.648
529.7,6250.0,0.8,7.583,424.648
529.8,6250.0,0.8,7.585,424.76
529.9,6250.0,0.8,7.585,424.76
530.0,6250.0,0.8,7.585,424.76
530.1,6250.0,0.8,7.585,424.76
530.2,6250.0,0.8,7.585,424.76
530.3,6250.0,0.8,7.585,424.76
530.4,6250.0,0.8,7.585,424.76
530.5,6250.0,0.8,7.585,424.76
530.6,6250.0,0.8,7.585,424.76
530.7,6250.0,0.8,7.585,424.76
530.8,6250.0,0.8,7.585,424.76
530.9,6250.0,0.8,7.585,424.76
531.0,6250.0,0.8,7.585,424.76
531.1,6250.0,0.8,7.585,424.76
531.2,6250.0,0.8,7.585,424.76
531.3,6250.0,0.8,7.586,424.81600000000003
531.4,6250.0,0.8,7.586,424.81600000000003
531.5,6250.0,0.8,7.586,424.81600000000003
531.6,6250.0,0.8,7.586,424.81600000000003
531.7,6250.0,0.8,7.586,424.81600000000003
531.8,6250.0,0.8,7.585,424.76
531.9,6250.0,0.8,7.585,424.76
532.0,6250.0,0.8,7.585,424.76
532.1,6250.0,0.8,7.585,424.76
532.2,6250.0,0.8,7.585,424.76
532.3,6250.0,0.8,7.586,424.81600000000003
532.4,6250.0,0.8,7.586,424.81600000000003
532.5,6250.0,0.8,7.586,424.81600000000003
532.6,6250.0,0.8,7.586,424.81600000000003
532.7,6250.0,0.8,7.586,424.81600000000003
532.8,6250.0,0.8,7.586,424.81600000000003
532.9,6250.0,0.8,7.586,424.81600000000003
533.0,6250.0,0.8,7.586,424.81600000000003
533.1,6250.0,0.8,7.586,424.81600000000003
533.2,6250.0,0.8,7.586,424.81600000000003
533.3,6250.0,0.8,7.587,424.87199999999996
533.4,6250.0,0.8,7.587,424.87199999999996
533.5,6250.0,0.8,7.587,424.87199999999996
533.6,6250.0,0.8,7.587,424.87199999999996
533.7,6250.0,0.8,7.587,424.87199999999996
533.8,6250.0,0.8,7.587,424.87199999999996
533.9,6250.0,0.8,7.587,424.87199999999996
534.0,6250.0,0.8,7.587,424.87199999999996
534.1,6250.0,0.8,7.587,424.87199999999996
534.2,6250.0,0.8,7.587,424.87199999999996
534.3,6250.0,0.8,7.587,424.87199999999996
534.4,6250.0,0.8,7.587,424.87199999999996
534.5,6250.0,0.8,7.587,424.87199999999996
534.6,6250.0,0.8,7.587,424.87199999999996
534.7,6250.0,0.8,7.587,424.87199999999996
534.8,6250.0,0.8,7.588,424.928
534.9,6250.0,0.8,7.588,424.928
535.0,6250.0,0.8,7.588,424.928
535.1,6250.0,0.8,7.588,424.928
535.2,6250.0,0.8,7.588,424.928
535.3,6250.0,0.8,7.584,424.70399999999995
535.4,6250.0,0.8,7.584,424.70399999999995
535.5,6250.0,0.8,7.584,424.70399999999995
535.6,6250.0,0.8,7.584,424.70399999999995
535.7,6250.0,0.8,7.584,424.70399999999995
535.8,6250.0,0.8,7.586,424.81600000000003
535.9,6250.0,0.8,7.586,424.81600000000003
536.0,6250.0,0.8,7.586,424.81600000000003
536.1,6250.0,0.8,7.586,424.81600000000003
536.2,6250.0,0.8,7.586,424.81600000000003
536.3,6250.0,0.8,7.586,424.81600000000003
536.4,6250.0,0.8,7.586,424.81600000000003
536.5,6250.0,0.8,7.586,424.81600000000003
536.6,6250.0,0.8,7.586,424.81600000000003
536.7,6250.0,0.8,7.586,424.81600000000003
536.8,6250.0,0.8,7.584,424.70399999999995
536.9,6250.0,0.8,7.584,424.70399999999995
537.0,6250.0,0.8,7.584,424.70399999999995
537.1,6250.0,0.8,7.584,424.70399999999995
537.2,6250.0,0.8,7.584,424.70399999999995
537.3,6250.0,0.8,7.59,425.03999999999996
537.4,6250.0,0.8,7.59,425.03999999999996
537.5,6250.0,0.8,7.59,425.03999999999996
537.6,6250.0,0.8,7.59,425.03999999999996
537.7,6250.0,0.8,7.59,425.03999999999996
537.8,6250.0,0.8,7.588,424.928
537.9,6250.0,0.8,7.588,424.928
538.0,6250.0,0.8,7.588,424.928
538.1,6250.0,0.8,7.588,424.928
538.2,6250.0,0.8,7.588,424.928
538.3,6250.0,0.8,7.586,424.81600000000003
538.4,6250.0,0.8,7.586,424.81600000000003
538.5,6250.0,0.8,7.586,424.81600000000003
538.6,6250.0,0.8,7.586,424.81600000000003
538.7,6250.0,0.8,7.586,424.81600000000003
538.8,6250.0,0.8,7.585,424.76
538.9,6250.0,0.8,7.585,424.76
539.0,6250.0,0.8,7.585,424.76
539.1,6250.0,0.8,7.585,424.76
539.2,6250.0,0.8,7.585,424.76
539.3,6250.0,0.8,7.585,424.76
539.4,6250.0,0.8,7.585,424.76
539.5,6250.0,0.8,7.585,424.76
539.6,6250.0,0.8,7.585,424.76
539.7,6250.0,0.8,7.585,424.76
539.8,6250.0,0.8,7.586,424.81600000000003
539.9,6250.0,0.8,7.586,424.81600000000003
540.0,6250.0,0.8,7.586,424.81600000000003
540.1,6250.0,0.8,7.586,424.81600000000003
540.2,6250.0,0.8,7.586,424.81600000000003
540.3,6250.0,0.8,7.585,424.76
540.4,6250.0,0.8,7.585,424.76
540.5,6250.0,0.8,7.585,424.76
540.6,6250.0,0.8,7.585,424.76
540.7,6250.0,0.8,7.585,424.76
540.8,6250.0,0.8,7.586,424.81600000000003
540.9,6250.0,0.8,7.586,424.81600000000003
541.0,6250.0,0.8,7.586,424.81600000000003
541.1,6250.0,0.8,7.586,424.81600000000003
541.2,6250.0,0.8,7.586,424.81600000000003
541.3,6250.0,0.8,7.586,424.81600000000003
541.4,6250.0,0.8,7.586,424.81600000000003
541.5,6250.0,0.8,7.586,424.81600000000003
541.6,6250.0,0.8,7.586,424.81600000000003
541.7,6250.0,0.8,7.586,424.81600000000003
541.8,6250.0,0.8,7.582,424.592
541.9,6250.0,0.8,7.582,424.592
542.0,6250.0,0.8,7.582,424.592
542.1,6250.0,0.8,7.582,424.592
542.2,6250.0,0.8,7.582,424.592
542.3,6250.0,0.8,7.588,424.928
542.4,6250.0,0.8,7.588,424.928
542.5,6250.0,0.8,7.588,424.928
542.6,6250.0,0.8,7.588,424.928
542.7,6250.0,0.8,7.588,424.928
542.8,6250.0,0.8,7.5875,424.90000000000003
542.9,6250.0,0.8,7.5875,424.90000000000003
543.0,6250.0,0.8,7.5875,424.90000000000003
543.1,6250.0,0.8,7.5875,424.90000000000003
543.2,6250.0,0.8,7.5875,424.90000000000003
543.3,6250.0,0.8,7.587,424.87199999999996
543.4,6250.0,0.8,7.587,424.87199999999996
543.5,6250.0,0.8,7.587,424.87199999999996
543.6,6250.0,0.8,7.587,424.87199999999996
543.7,6250.0,0.8,7.587,424.87199999999996
543.8,6250.0,0.8,7.589,424.98400000000004
543.9,6250.0,0.8,7.589,424.98400000000004
544.0,6250.0,0.8,7.589,424.98400000000004
544.1,6250.0,0.8,7.589,424.98400000000004
544.2,6250.0,0.8,7.589,424.98400000000004
544.3,6250.0,0.8,7.588,424.928
544.4,6250.0,0.8,7.588,424.928
544.5,6250.0,0.8,7.588,424.928
544.6,6250.0,0.8,7.588,424.928
544.7,6250.0,0.8,7.588,424.928
544.8,6250.0,0.8,7.587,424.87199999999996
544.9,6250.0,0.8,7.587,424.87199999999996
545.0,6250.0,0.8,7.587,424.87199999999996
545.1,6250.0,0.8,7.587,424.87199999999996
545.2,6250.0,0.8,7.587,424.87199999999996
545.3,6250.0,0.8,7.589,424.98400000000004
545.4,6250.0,0.8,7.589,424.98400000000004
545.5,6250.0,0.8,7.589,424.98400000000004
545.6,6250.0,0.8,7.589,424.98400000000004
545.7,6250.0,0.8,7.589,424.98400000000004
545.8,6250.0,0.8,7.586,424.81600000000003
545.9,6250.0,0.8,7.586,424.81600000000003
546.0,6250.0,0.8,7.586,424.81600000000003
546.1,6250.0,0.8,7.586,424.81600000000003
546.2,6250.0,0.8,7.586,424.81600000000003
546.3,6250.0,0.8,7.586,424.81600000000003
546.4,6250.0,0.8,7.586,424.81600000000003
546.5,6250.0,0.8,7.586,424.81600000000003
546.6,6250.0,0.8,7.586,424.81600000000003
546.7,6250.0,0.8,7.586,424.81600000000003
546.8,6250.0,0.8,7.59,425.03999999999996
546.9,6250.0,0.8,7.59,425.03999999999996
547.0,6250.0,0.8,7.59,425.03999999999996
547.1,6250.0,0.8,7.59,425.03999999999996
547.2,6250.0,0.8,7.59,425.03999999999996
547.3,6250.0,0.8,7.587,424.87199999999996
547.4,6250.0,0.8,7.587,424.87199999999996
547.5,6250.0,0.8,7.587,424.87199999999996
547.6,6250.0,0.8,7.587,424.87199999999996
547.7,6250.0,0.8,7.587,424.87199999999996
547.8,6250.0,0.8,7.5875,424.90000000000003
547.9,6250.0,0.8,7.5875,424.90000000000003
548.0,6250.0,0.8,7.5875,424.90000000000003
548.1,6250.0,0.8,7.5875,424.90000000000003
548.2,6250.0,0.8,7.5875,424.90000000000003
548.3,6250.0,0.8,7.588,424.928
548.4,6250.0,0.8,7.588,424.928
548.5,6250.0,0.8,7.588,424.928
548.6,6250.0,0.8,7.588,424.928
548.7,6250.0,0.8,7.588,424.928
548.8,6250.0,0.8,7.584,424.70399999999995
548.9,6250.0,0.8,7.584,424.70399999999995
549.0,6250.0,0.8,7.584,424.70399999999995
549.1,6250.0,0.8,7.584,424.70399999999995
549.2,6250.0,0.8,7.584,424.70399999999995
549.3,6250.0,0.8,7.585,424.76
549.4,6250.0,0.8,7.585,424.76
549.5,6250.0,0.8,7.585,424.76
549.6,6250.0,0.8,7.585,424.76
549.7,6250.0,0.8,7.585,424.76
549.8,6250.0,0.8,7.585,424.76
549.9,6250.0,0.8,7.585,424.76
550.0,6250.0,0.8,7.585,424.76
550.1,6250.0,0.8,7.585,424.76
550.2,6250.0,0.8,7.585,424.76
550.3,6250.0,0.8,7.584,424.70399999999995
550.4,6250.0,0.8,7.584,424.70399999999995
550.5,6250.0,0.8,7.584,424.70399999999995
550.6,6250.0,0.8,7.584,424.70399999999995
550.7,6250.0,0.8,7.584,424.70399999999995
550.8,6250.0,0.8,7.585,424.76
550.9,6250.0,0.8,7.585,424.76
551.0,6250.0,0.8,7.585,424.76
551.1,6250.0,0.8,7.585,424.76
551.2,6250.0,0.8,7.585,424.76
551.3,6250.0,0.8,7.583,424.648
551.4,6250.0,0.8,7.583,424.648
551.5,6250.0,0.8,7.583,424.648
551.6,6250.0,0.8,7.583,424.648
551.7,6250.0,0.8,7.583,424.648
551.8,6250.0,0.8,7.583,424.648
551.9,6250.0,0.8,7.583,424.648
552.0,6250.0,0.8,7.583,424.648
552.1,6250.0,0.8,7.583,424.648
552.2,6250.0,0.8,7.583,424.648
552.3,6250.0,0.8,7.586,424.81600000000003
552.4,6250.0,0.8,7.586,424.81600000000003
552.5,6250.0,0.8,7.586,424.81600000000003
552.6,6250.0,0.8,7.586,424.81600000000003
552.7,6250.0,0.8,7.586,424.81600000000003
552.8,6250.0,0.8,7.584,424.70399999999995
552.9,6250.0,0.8,7.584,424.70399999999995
553.0,6250.0,0.8,7.584,424.70399999999995
553.1,6250.0,0.8,7.584,424.70399999999995
553.2,6250.0,0.8,7.584,424.70399999999995
553.3,6250.0,0.8,7.586,424.81600000000003
553.4,6250.0,0.8,7.586,424.81600000000003
553.5,6250.0,0.8,7.586,424.81600000000003
553.6,6250.0,0.8,7.586,424.81600000000003
553.7,6250.0,0.8,7.586,424.81600000000003
553.8,6250.0,0.8,7.583,424.648
553.9,6250.0,0.8,7.583,424.648
554.0,6250.0,0.8,7.583,424.648
554.1,6250.0,0.8,7.583,424.648
554.2,6250.0,0.8,7.583,424.648
554.3,6250.0,0.8,7.585,424.76
554.4,6250.0,0.8,7.585,424.76
554.5,6250.0,0.8,7.585,424.76
554.6,6250.0,0.8,7.585,424.76
554.7,6250.0,0.8,7.585,424.76
554.8,6250.0,0.8,7.586,424.81600000000003
554.9,6250.0,0.8,7.586,424.81600000000003
555.0,6250.0,0.8,7.586,424.81600000000003
555.1,6250.0,0.8,7.586,424.81600000000003
555.2,6250.0,0.8,7.586,424.81600000000003
555.3,6250.0,0.8,7.584,424.70399999999995
555.4,6250.0,0.8,7.584,424.70399999999995
555.5,6250.0,0.8,7.584,424.70399999999995
555.6,6250.0,0.8,7.584,424.70399999999995
555.7,6250.0,0.8,7.584,424.70399999999995
555.8,6250.0,0.8,7.585,424.76
555.9,6250.0,0.8,7.585,424.76
556.0,6250.0,0.8,7.585,424.76
556.1,6250.0,0.8,7.585,424.76
556.2,6250.0,0.8,7.585,424.76
556.3,6250.0,0.8,7.586,424.81600000000003
556.4,6250.0,0.8,7.586,424.81600000000003
556.5,6250.0,0.8,7.586,424.81600000000003
556.6,6250.0,0.8,7.586,424.81600000000003
556.7,6250.0,0.8,7.586,424.81600000000003
556.8,6250.0,0.8,7.588,424.928
556.9,6250.0,0.8,7.588,424.928
557.0,6250.0,0.8,7.588,424.928
557.1,6250.0,0.8,7.588,424.928
557.2,6250.0,0.8,7.588,424.928
557.3,6250.0,0.8,7.585,424.76
557.4,6250.0,0.8,7.585,424.76
557.5,6250.0,0.8,7.585,424.76
557.6,6250.0,0.8,7.585,424.76
557.7,6250.0,0.8,7.585,424.76
557.8,6250.0,0.8,7.584,424.70399999999995
557.9,6250.0,0.8,7.584,424.70399999999995
558.0,6250.0,0.8,7.584,424.70399999999995
558.1,6250.0,0.8,7.584,424.70399999999995
558.2,6250.0,0.8,7.584,424.70399999999995
558.3,6250.0,0.8,7.588,424.928
558.4,6250.0,0.8,7.588,424.928
558.5,6250.0,0.8,7.588,424.928
558.6,6250.0,0.8,7.588,424.928
558.7,6250.0,0.8,7.588,424.928
558.8,6250.0,0.8,7.5885,424.956
558.9,6250.0,0.8,7.5885,424.956
559.0,6250.0,0.8,7.5885,424.956
559.1,6250.0,0.8,7.5885,424.956
559.2,6250.0,0.8,7.5885,424.956
559.3,6250.0,0.8,7.589,424.98400000000004
559.4,6250.0,0.8,7.589,424.98400000000004
559.5,6250.0,0.8,7.589,424.98400000000004
559.6,6250.0,0.8,7.589,424.98400000000004
559.7,6250.0,0.8,7.589,424.98400000000004
559.8,6250.0,0.8,7.586,424.81600000000003
559.9,6250.0,0.8,7.586,424.81600000000003
560.0,6250.0,0.8,7.586,424.81600000000003
560.1,6250.0,0.8,7.586,424.81600000000003
560.2,6250.0,0.8,7.586,424.81600000000003
560.3,6250.0,0.8,7.585,424.76
560.4,6250.0,0.8,7.585,424.76
560.5,6250.0,0.8,7.585,424.76
560.6,6250.0,0.8,7.585,424.76
560.7,6250.0,0.8,7.585,424.76
560.8,6250.0,0.8,7.586,424.81600000000003
560.9,6250.0,0.8,7.586,424.81600000000003
561.0,6250.0,0.8,7.586,424.81600000000003
561.1,6250.0,0.8,7.586,424.81600000000003
561.2,6250.0,0.8,7.586,424.81600000000003
561.3,6250.0,0.8,7.586,424.81600000000003
561.4,6250.0,0.8,7.586,424.81600000000003
561.5,6250.0,0.8,7.586,424.81600000000003
561.6,6250.0,0.8,7.586,424.81600000000003
561.7,6250.0,0.8,7.586,424.81600000000003
561.8,6250.0,0.8,7.583,424.648
561.9,6250.0,0.8,7.583,424.648
562.0,6250.0,0.8,7.583,424.648
562.1,6250.0,0.8,7.583,424.648
562.2,6250.0,0.8,7.583,424.648
562.3,6250.0,0.8,7.585,424.76
562.4,6250.0,0.8,7.585,424.76
562.5,6250.0,0.8,7.585,424.76
562.6,6250.0,0.8,7.585,424.76
562.7,6250.0,0.8,7.585,424.76
562.8,6250.0,0.8,7.587,424.87199999999996
562.9,6250.0,0.8,7.587,424.87199999999996
563.0,6250.0,0.8,7.587,424.87199999999996
563.1,6250.0,0.8,7.587,424.87199999999996
563.2,6250.0,0.8,7.587,424.87199999999996
563.3,6250.0,0.8,7.587,424.87199999999996
563.4,6250.0,0.8,7.587,424.87199999999996
563.5,6250.0,0.8,7.587,424.87199999999996
563.6,6250.0,0.8,7.587,424.87199999999996
563.7,6250.0,0.8,7.587,424.87199999999996
563.8,6250.0,0.8,7.588,424.928
563.9,6250.0,0.8,7.588,424.928
564.0,6250.0,0.8,7.588,424.928
564.1,6250.0,0.8,7.588,424.928
564.2,6250.0,0.8,7.588,424.928
564.3,6250.0,0.8,7.586,424.81600000000003
564.4,6250.0,0.8,7.586,424.81600000000003
564.5,6250.0,0.8,7.586,424.81600000000003
564.6,6250.0,0.8,7.586,424.81600000000003
564.7,6250.0,0.8,7.586,424.81600000000003
564.8,6250.0,0.8,7.584,424.70399999999995
564.9,6250.0,0.8,7.584,424.70399999999995
565.0,6250.0,0.8,7.584,424.70399999999995
565.1,6250.0,0.8,7.584,424.70399999999995
565.2,6250.0,0.8,7.584,424.70399999999995
565.3,6250.0,0.8,7.583,424.648
565.4,6250.0,0.8,7.583,424.648
565.5,6250.0,0.8,7.583,424.648
565.6,6250.0,0.8,7.583,424.648
565.7,6250.0,0.8,7.583,424.648
565.8,6250.0,0.8,7.585,424.76
565.9,6250.0,0.8,7.585,424.76
566.0,6250.0,0.8,7.585,424.76
566.1,6250.0,0.8,7.585,424.76
566.2,6250.0,0.8,7.585,424.76
566.3,6250.0,0.8,7.582,424.592
566.4,6250.0,0.8,7.582,424.592
566.5,6250.0,0.8,7.582,424.592
566.6,6250.0,0.8,7.582,424.592
566.7,6250.0,0.8,7.582,424.592
566.8,6250.0,0.8,7.585,424.76
566.9,6250.0,0.8,7.585,424.76
567.0,6250.0,0.8,7.585,424.76
567.1,6250.0,0.8,7.585,424.76
567.2,6250.0,0.8,7.585,424.76
567.3,6250.0,0.8,7.585,424.76
567.4,6250.0,0.8,7.585,424.76
567.5,6250.0,0.8,7.585,424.76
567.6,6250.0,0.8,7.585,424.76
567.7,6250.0,0.8,7.585,424.76
567.8,6250.0,0.8,7.586,424.81600000000003
567.9,6250.0,0.8,7.586,424.81600000000003
568.0,6250.0,0.8,7.586,424.81600000000003
568.1,6250.0,0.8,7.586,424.81600000000003
568.2,6250.0,0.8,7.586,424.81600000000003
568.3,6250.0,0.8,7.583,424.648
568.4,6250.0,0.8,7.583,424.648
568.5,6250.0,0.8,7.583,424.648
568.6,6250.0,0.8,7.583,424.648
568.7,6250.0,0.8,7.583,424.648
568.8,6250.0,0.8,7.58,424.48
568.9,6250.0,0.8,7.58,424.48
569.0,6250.0,0.8,7.58,424.48
569.1,6250.0,0.8,7.58,424.48
569.2,6250.0,0.8,7.58,424.48
569.3,6250.0,0.8,7.583,424.648
569.4,6250.0,0.8,7.583,424.648
569.5,6250.0,0.8,7.583,424.648
569.6,6250.0,0.8,7.583,424.648
569.7,6250.0,0.8,7.583,424.648
569.8,6250.0,0.8,7.582,424.592
569.9,6250.0,0.8,7.582,424.592
570.0,6250.0,0.8,7.582,424.592
570.1,6250.0,0.8,7.582,424.592
570.2,6250.0,0.8,7.582,424.592
570.3,6250.0,0.8,7.582,424.592
570.4,6250.0,0.8,7.582,424.592
570.5,6250.0,0.8,7.582,424.592
570.6,6250.0,0.8,7.582,424.592
570.7,6250.0,0.8,7.582,424.592
570.8,6250.0,0.8,7.583,424.648
570.9,6250.0,0.8,7.583,424.648
571.0,6250.0,0.8,7.583,424.648
571.1,6250.0,0.8,7.583,424.648
571.2,6250.0,0.8,7.583,424.648
571.3,6250.0,0.8,7.584,424.70399999999995
571.4,6250.0,0.8,7.584,424.70399999999995
571.5,6250.0,0.8,7.584,424.70399999999995
571.6,6250.0,0.8,7.584,424.70399999999995
571.7,6250.0,0.8,7.584,424.70399999999995
571.8,6250.0,0.8,7.583,424.648
571.9,6250.0,0.8,7.583,424.648
572.0,6250.0,0.8,7.583,424.648
572.1,6250.0,0.8,7.583,424.648
572.2,6250.0,0.8,7.583,424.648
572.3,6250.0,0.8,7.584,424.70399999999995
572.4,6250.0,0.8,7.584,424.70399999999995
572.5,6250.0,0.8,7.584,424.70399999999995
572.6,6250.0,0.8,7.584,424.70399999999995
572.7,6250.0,0.8,7.584,424.70399999999995
572.8,6250.0,0.8,7.585,424.76
572.9,6250.0,0.8,7.585,424.76
573.0,6250.0,0.8,7.585,424.76
573.1,6250.0,0.8,7.585,424.76
573.2,6250.0,0.8,7.585,424.76
573.3,6250.0,0.8,7.584,424.70399999999995
573.4,6250.0,0.8,7.584,424.70399999999995
573.5,6250.0,0.8,7.584,424.70399999999995
573.6,6250.0,0.8,7.584,424.70399999999995
573.7,6250.0,0.8,7.584,424.70399999999995
573.8,6250.0,0.8,7.583,424.648
573.9,6250.0,0.8,7.583,424.648
574.0,6250.0,0.8,7.583,424.648
574.1,6250.0,0.8,7.583,424.648
574.2,6250.0,0.8,7.583,424.648
574.3,6250.0,0.8,7.583,424.648
574.4,6250.0,0.8,7.583,424.648
574.5,6250.0,0.8,7.583,424.648
574.6,6250.0,0.8,7.583,424.648
574.7,6250.0,0.8,7.583,424.648
574.8,6250.0,0.8,7.584,424.70399999999995
574.9,6250.0,0.8,7.584,424.70399999999995
575.0,6250.0,0.8,7.584,424.70399999999995
575.1,6250.0,0.8,7.584,424.70399999999995
575.2,6250.0,0.8,7.584,424.70399999999995
575.3,6250.0,0.8,7.583,424.648
575.4,6250.0,0.8,7.583,424.648
575.5,6250.0,0.8,7.583,424.648
575.6,6250.0,0.8,7.583,424.648
575.7,6250.0,0.8,7.583,424.648
575.8,6250.0,0.8,7.586,424.81600000000003
575.9,6250.0,0.8,7.586,424.81600000000003
576.0,6250.0,0.8,7.586,424.81600000000003
576.1,6250.0,0.8,7.586,424.81600000000003
576.2,6250.0,0.8,7.586,424.81600000000003
576.3,6250.0,0.8,7.583,424.648
576.4,6250.0,0.8,7.583,424.648
576.5,6250.0,0.8,7.583,424.648
576.6,6250.0,0.8,7.583,424.648
576.7,6250.0,0.8,7.583,424.648
576.8,6250.0,0.8,7.582,424.592
576.9,6250.0,0.8,7.582,424.592
577.0,6250.0,0.8,7.582,424.592
577.1,6250.0,0.8,7.582,424.592
577.2,6250.0,0.8,7.582,424.592
577.3,6250.0,0.8,7.584,424.70399999999995
577.4,6250.0,0.8,7.584,424.70399999999995
577.5,6250.0,0.8,7.584,424.70399999999995
577.6,6250.0,0.8,7.584,424.70399999999995
577.7,6250.0,0.8,7.584,424.70399999999995
577.8,6250.0,0.8,7.584,424.70399999999995
577.9,6250.0,0.8,7.584,424.70399999999995
578.0,6250.0,0.8,7.584,424.70399999999995
578.1,6250.0,0.8,7.584,424.70399999999995
578.2,6250.0,0.8,7.584,424.70399999999995
578.3,6250.0,0.8,7.583,424.648
578.4,6250.0,0.8,7.583,424.648
578.5,6250.0,0.8,7.583,424.648
578.6,6250.0,0.8,7.583,424.648
578.7,6250.0,0.8,7.583,424.648
578.8,6250.0,0.8,7.585,424.76
578.9,6250.0,0.8,7.585,424.76
579.0,6250.0,0.8,7.585,424.76
579.1,6250.0,0.8,7.585,424.76
579.2,6250.0,0.8,7.585,424.76
579.3,6250.0,0.8,7.583,424.648
579.4,6250.0,0.8,7.583,424.648
579.5,6250.0,0.8,7.583,424.648
579.6,6250.0,0.8,7.583,424.648
579.7,6250.0,0.8,7.583,424.648
579.8,6250.0,0.8,7.583,424.648
579.9,6250.0,0.8,7.583,424.648
580.0,6250.0,0.8,7.583,424.648
580.1,6250.0,0.8,7.583,424.648
580.2,6250.0,0.8,7.583,424.648
580.3,6250.0,0.8,7.583,424.648
580.4,6250.0,0.8,7.583,424.648
580.5,6250.0,0.8,7.583,424.648
580.6,6250.0,0.8,7.583,424.648
580.7,6250.0,0.8,7.583,424.648
580.8,6250.0,0.8,7.585,424.76
580.9,6250.0,0.8,7.585,424.76
