time_s,current_uA,applied_V,force_V,force_mN
278.1,6250.0,0.8,7.612,426.272
278.2,6250.0,0.8,7.612,426.272
278.3,6250.0,0.8,7.61,426.16
278.4,6250.0,0.8,7.61,426.16
278.5,6250.0,0.8,7.61,426.16
278.6,6250.0,0.8,7.61,426.16
278.7,6250.0,0.8,7.61,426.16
278.8,6250.0,0.8,7.612,426.272
278.9,6250.0,0.8,7.612,426.272
279.0,6250.0,0.8,7.612,426.272
279.1,6250.0,0.8,7.612,426.272
279.2,6250.0,0.8,7.612,426.272
279.3,6250.0,0.8,7.616,426.496
279.4,6250.0,0.8,7.616,426.496
279.5,6250.0,0.8,7.616,426.496
279.6,6250.0,0.8,7.616,426.496
279.7,6250.0,0.8,7.616,426.496
279.8,6250.0,0.8,7.613,426.32800000000003
279.9,6250.0,0.8,7.613,426.32800000000003
280.0,6250.0,0.8,7.613,426.32800000000003
280.1,6250.0,0.8,7.613,426.32800000000003
280.2,6250.0,0.8,7.613,426.32800000000003
280.3,6250.0,0.8,7.616,426.496
280.4,6250.0,0.8,7.616,426.496
280.5,6250.0,0.8,7.616,426.496
280.6,6250.0,0.8,7.616,426.496
280.7,6250.0,0.8,7.616,426.496
280.8,6250.0,0.8,7.614,426.384
280.9,6250.0,0.8,7.614,426.384
281.0,6250.0,0.8,7.614,426.384
281.1,6250.0,0.8,7.614,426.384
281.2,6250.0,0.8,7.614,426.384
281.3,6250.0,0.8,7.614,426.384
281.4,6250.0,0.8,7.614,426.384
281.5,6250.0,0.8,7.614,426.384
281.6,6250.0,0.8,7.614,426.384
281.7,6250.0,0.8,7.614,426.384
281.8,6250.0,0.8,7.614,426.384
281.9,6250.0,0.8,7.614,426.384
282.0,6250.0,0.8,7.614,426.384
282.1,6250.0,0.8,7.614,426.384
282.2,6250.0,0.8,7.614,426.384
282.3,6250.0,0.8,7.618,426.608
282.4,6250.0,0.8,7.618,426.608
282.5,6250.0,0.8,7.618,426.608
282.6,6250.0,0.8,7.618,426.608
282.7,6250.0,0.8,7.618,426.608
282.8,6250.0,0.8,7.616,426.496
282.9,6250.0,0.8,7.616,426.496
283.0,6250.0,0.8,7.616,426.496
283.1,6250.0,0.8,7.616,426.496
283.2,6250.0,0.8,7.616,426.496
283.3,6250.0,0.8,7.62,426.72
283.4,6250.0,0.8,7.62,426.72
283.5,6250.0,0.8,7.62,426.72
283.6,6250.0,0.8,7.62,426.72
283.7,6250.0,0.8,7.62,426.72
283.8,6250.0,0.8,7.615,426.44
283.9,6250.0,0.8,7.615,426.44
284.0,6250.0,0.8,7.615,426.44
284.1,6250.0,0.8,7.615,426.44
284.2,6250.0,0.8,7.615,426.44
284.3,6250.0,0.8,7.615,426.44
284.4,6250.0,0.8,7.615,426.44
284.5,6250.0,0.8,7.615,426.44
284.6,6250.0,0.8,7.615,426.44
284.7,6250.0,0.8,7.615,426.44
284.8,6250.0,0.8,7.616,426.496
284.9,6250.0,0.8,7.616,426.496
285.0,6250.0,0.8,7.616,426.496
285.1,6250.0,0.8,7.616,426.496
285.2,6250.0,0.8,7.616,426.496
285.3,6250.0,0.8,7.616,426.496
285.4,6250.0,0.8,7.616,426.496
285.5,6250.0,0.8,7.616,426.496
285.6,6250.0,0.8,7.616,426.496
285.7,6250.0,0.8,7.616,426.496
285.8,6250.0,0.8,7.616,426.496
285.9,6250.0,0.8,7.616,426.496
286.0,6250.0,0.8,7.616,426.496
286.1,6250.0,0.8,7.616,426.496
286.2,6250.0,0.8,7.616,426.496
286.3,6250.0,0.8,7.619,426.664
286.4,6250.0,0.8,7.619,426.664
286.5,6250.0,0.8,7.619,426.664
286.6,6250.0,0.8,7.619,426.664
286.7,6250.0,0.8,7.619,426.664
286.8,6250.0,0.8,7.618,426.608
286.9,6250.0,0.8,7.618,426.608
287.0,6250.0,0.8,7.618,426.608
287.1,6250.0,0.8,7.618,426.608
287.2,6250.0,0.8,7.618,426.608
287.3,6250.0,0.8,7.615,426.44
287.4,6250.0,0.8,7.615,426.44
287.5,6250.0,0.8,7.615,426.44
287.6,6250.0,0.8,7.615,426.44
287.7,6250.0,0.8,7.615,426.44
287.8,6250.0,0.8,7.617,426.552
287.9,6250.0,0.8,7.617,426.552
288.0,6250.0,0.8,7.617,426.552
288.1,6250.0,0.8,7.617,426.552
288.2,6250.0,0.8,7.617,426.552
288.3,6250.0,0.8,7.618,426.608
288.4,6250.0,0.8,7.618,426.608
288.5,6250.0,0.8,7.618,426.608
288.6,6250.0,0.8,7.618,426.608
288.7,6250.0,0.8,7.618,426.608
288.8,6250.0,0.8,7.615,426.44
288.9,6250.0,0.8,7.615,426.44
289.0,6250.0,0.8,7.615,426.44
289.1,6250.0,0.8,7.615,426.44
289.2,6250.0,0.8,7.615,426.44
289.3,6250.0,0.8,7.616,426.496
289.4,6250.0,0.8,7.616,426.496
289.5,6250.0,0.8,7.616,426.496
289.6,6250.0,0.8,7.616,426.496
289.7,6250.0,0.8,7.616,426.496
289.8,6250.0,0.8,7.619,426.664
289.9,6250.0,0.8,7.619,426.664
290.0,6250.0,0.8,7.619,426.664
290.1,6250.0,0.8,7.619,426.664
290.2,6250.0,0.8,7.619,426.664
290.3,6250.0,0.8,7.619,426.664
290.4,6250.0,0.8,7.619,426.664
290.5,6250.0,0.8,7.619,426.664
290.6,6250.0,0.8,7.619,426.664
290.7,6250.0,0.8,7.619,426.664
290.8,6250.0,0.8,7.619,426.664
290.9,6250.0,0.8,7.619,426.664
291.0,6250.0,0.8,7.619,426.664
291.1,6250.0,0.8,7.619,426.664
291.2,6250.0,0.8,7.619,426.664
291.3,6250.0,0.8,7.6175,426.58
291.4,6250.0,0.8,7.6175,426.58
291.5,6250.0,0.8,7.6175,426.58
291.6,6250.0,0.8,7.6175,426.58
291.7,6250.0,0.8,7.6175,426.58
291.8,6250.0,0.8,7.616,426.496
291.9,6250.0,0.8,7.616,426.496
292.0,6250.0,0.8,7.616,426.496
292.1,6250.0,0.8,7.616,426.496
292.2,6250.0,0.8,7.616,426.496
292.3,6250.0,0.8,7.616,426.496
292.4,6250.0,0.8,7.616,426.496
292.5,6250.0,0.8,7.616,426.496
292.6,6250.0,0.8,7.616,426.496
292.7,6250.0,0.8,7.616,426.496
292.8,6250.0,0.8,7.615,426.44
292.9,6250.0,0.8,7.615,426.44
293.0,6250.0,0.8,7.615,426.44
293.1,6250.0,0.8,7.615,426.44
293.2,6250.0,0.8,7.615,426.44
293.3,6250.0,0.8,7.615,426.44
293.4,6250.0,0.8,7.615,426.44
293.5,6250.0,0.8,7.615,426.44
293.6,6250.0,0.8,7.615,426.44
293.7,6250.0,0.8,7.615,426.44
293.8,6250.0,0.8,7.617,426.552
293.9,6250.0,0.8,7.617,426.552
294.0,6250.0,0.8,7.617,426.552
294.1,6250.0,0.8,7.617,426.552
294.2,6250.0,0.8,7.617,426.552
294.3,6250.0,0.8,7.618,426.608
294.4,6250.0,0.8,7.618,426.608
294.5,6250.0,0.8,7.618,426.608
294.6,6250.0,0.8,7.618,426.608
294.7,6250.0,0.8,7.618,426.608
294.8,6250.0,0.8,7.617,426.552
294.9,6250.0,0.8,7.617,426.552
295.0,6250.0,0.8,7.617,426.552
295.1,6250.0,0.8,7.617,426.552
295.2,6250.0,0.8,7.617,426.552
295.3,6250.0,0.8,7.615,426.44
295.4,6250.0,0.8,7.615,426.44
295.5,6250.0,0.8,7.615,426.44
295.6,6250.0,0.8,7.615,426.44
295.7,6250.0,0.8,7.615,426.44
295.8,6250.0,0.8,7.617,426.552
295.9,6250.0,0.8,7.617,426.552
296.0,6250.0,0.8,7.617,426.552
296.1,6250.0,0.8,7.617,426.552
296.2,6250.0,0.8,7.617,426.552
296.3,6250.0,0.8,7.616,426.496
296.4,6250.0,0.8,7.616,426.496
296.5,6250.0,0.8,7.616,426.496
296.6,6250.0,0.8,7.616,426.496
296.7,6250.0,0.8,7.616,426.496
296.8,6250.0,0.8,7.618,426.608
296.9,6250.0,0.8,7.618,426.608
297.0,6250.0,0.8,7.618,426.608
297.1,6250.0,0.8,7.618,426.608
297.2,6250.0,0.8,7.618,426.608
297.3,6250.0,0.8,7.615,426.44
297.4,6250.0,0.8,7.615,426.44
297.5,6250.0,0.8,7.615,426.44
297.6,6250.0,0.8,7.615,426.44
297.7,6250.0,0.8,7.615,426.44
297.8,6250.0,0.8,7.618,426.608
297.9,6250.0,0.8,7.618,426.608
298.0,6250.0,0.8,7.618,426.608
298.1,6250.0,0.8,7.618,426.608
298.2,6250.0,0.8,7.618,426.608
298.3,6250.0,0.8,7.617,426.552
298.4,6250.0,0.8,7.617,426.552
298.5,6250.0,0.8,7.617,426.552
298.6,6250.0,0.8,7.617,426.552
298.7,6250.0,0.8,7.617,426.552
298.8,6250.0,0.8,7.618,426.608
298.9,6250.0,0.8,7.618,426.608
299.0,6250.0,0.8,7.618,426.608
299.1,6250.0,0.8,7.618,426.608
299.2,6250.0,0.8,7.618,426.608
299.3,6250.0,0.8,7.615,426.44
299.4,6250.0,0.8,7.615,426.44
299.5,6250.0,0.8,7.615,426.44
299.6,6250.0,0.8,7.615,426.44
299.7,6250.0,0.8,7.615,426.44
299.8,6250.0,0.8,7.615,426.44
299.9,6250.0,0.8,7.615,426.44
300.0,6250.0,0.8,7.615,426.44
300.1,6250.0,0.8,7.615,426.44
300.2,6250.0,0.8,7.615,426.44
300.3,6250.0,0.8,7.618,426.608
300.4,6250.0,0.8,7.618,426.608
300.5,6250.0,0.8,7.618,426.608
300.6,6250.0,0.8,7.618,426.608
300.7,6250.0,0.8,7.618,426.608
300.8,6250.0,0.8,7.618,426.608
300.9,6250.0,0.8,7.618,426.608
301.0,6250.0,0.8,7.618,426.608
301.1,6250.0,0.8,7.618,426.608
301.2,6250.0,0.8,7.618,426.608
301.3,6250.0,0.8,7.617,426.552
301.4,6250.0,0.8,7.617,426.552
301.5,6250.0,0.8,7.617,426.552
301.6,6250.0,0.8,7.617,426.552
301.7,6250.0,0.8,7.617,426.552
301.8,6250.0,0.8,7.617,426.552
301.9,6250.0,0.8,7.617,426.552
302.0,6250.0,0.8,7.617,426.552
302.1,6250.0,0.8,7.617,426.552
302.2,6250.0,0.8,7.617,426.552
302.3,6250.0,0.8,7.6175,426.58
302.4,6250.0,0.8,7.6175,426.58
302.5,6250.0,0.8,7.6175,426.58
302.6,6250.0,0.8,7.6175,426.58
302.7,6250.0,0.8,7.6175,426.58
302.8,6250.0,0.8,7.618,426.608
302.9,6250.0,0.8,7.618,426.608
303.0,6250.0,0.8,7.618,426.608
303.1,6250.0,0.8,7.618,426.608
303.2,6250.0,0.8,7.618,426.608
303.3,6250.0,0.8,7.616,426.496
303.4,6250.0,0.8,7.616,426.496
303.5,6250.0,0.8,7.616,426.496
303.6,6250.0,0.8,7.616,426.496
303.7,6250.0,0.8,7.616,426.496
303.8,6250.0,0.8,7.617,426.552
303.9,6250.0,0.8,7.617,426.552
304.0,6250.0,0.8,7.617,426.552
304.1,6250.0,0.8,7.617,426.552
304.2,6250.0,0.8,7.617,426.552
304.3,6250.0,0.8,7.618,426.608
304.4,6250.0,0.8,7.618,426.608
304.5,6250.0,0.8,7.618,426.608
304.6,6250.0,0.8,7.618,426.608
304.7,6250.0,0.8,7.618,426.608
304.8,6250.0,0.8,7.614,426.384
304.9,6250.0,0.8,7.614,426.384
305.0,6250.0,0.8,7.614,426.384
305.1,6250.0,0.8,7.614,426.384
305.2,6250.0,0.8,7.614,426.384
305.3,6250.0,0.8,7.617,426.552
305.4,6250.0,0.8,7.617,426.552
305.5,6250.0,0.8,7.617,426.552
305.6,6250.0,0.8,7.617,426.552
305.7,6250.0,0.8,7.617,426.552
305.8,6250.0,0.8,7.618,426.608
305.9,6250.0,0.8,7.618,426.608
306.0,6250.0,0.8,7.618,426.608
306.1,6250.0,0.8,7.618,426.608
306.2,6250.0,0.8,7.618,426.608
306.3,6250.0,0.8,7.617,426.552
306.4,6250.0,0.8,7.617,426.552
306.5,6250.0,0.8,7.617,426.552
306.6,6250.0,0.8,7.617,426.552
306.7,6250.0,0.8,7.617,426.552
306.8,6250.0,0.8,7.62,426.72
306.9,6250.0,0.8,7.62,426.72
307.0,6250.0,0.8,7.62,426.72
307.1,6250.0,0.8,7.62,426.72
307.2,6250.0,0.8,7.62,426.72
307.3,6250.0,0.8,7.616,426.496
307.4,6250.0,0.8,7.616,426.496
307.5,6250.0,0.8,7.616,426.496
307.6,6250.0,0.8,7.616,426.496
307.7,6250.0,0.8,7.616,426.496
307.8,6250.0,0.8,7.618,426.608
307.9,6250.0,0.8,7.618,426.608
308.0,6250.0,0.8,7.618,426.608
308.1,6250.0,0.8,7.618,426.608
308.2,6250.0,0.8,7.618,426.608
308.3,6250.0,0.8,7.616,426.496
308.4,6250.0,0.8,7.616,426.496
308.5,6250.0,0.8,7.616,426.496
308.6,6250.0,0.8,7.616,426.496
308.7,6250.0,0.8,7.616,426.496
308.8,6250.0,0.8,7.618,426.608
308.9,6250.0,0.8,7.618,426.608
309.0,6250.0,0.8,7.618,426.608
309.1,6250.0,0.8,7.618,426.608
309.2,6250.0,0.8,7.618,426.608
309.3,6250.0,0.8,7.617,426.552
309.4,6250.0,0.8,7.617,426.552
309.5,6250.0,0.8,7.617,426.552
309.6,6250.0,0.8,7.617,426.552
309.7,6250.0,0.8,7.617,426.552
309.8,6250.0,0.8,7.619,426.664
309.9,6250.0,0.8,7.619,426.664
310.0,6250.0,0.8,7.619,426.664
310.1,6250.0,0.8,7.619,426.664
310.2,6250.0,0.8,7.619,426.664
310.3,6250.0,0.8,7.616,426.496
310.4,6250.0,0.8,7.616,426.496
310.5,6250.0,0.8,7.616,426.496
310.6,6250.0,0.8,7.616,426.496
310.7,6250.0,0.8,7.616,426.496
310.8,6250.0,0.8,7.618,426.608
310.9,6250.0,0.8,7.618,426.608
311.0,6250.0,0.8,7.618,426.608
311.1,6250.0,0.8,7.618,426.608
311.2,6250.0,0.8,7.618,426.608
311.3,6250.0,0.8,7.617,426.552
311.4,6250.0,0.8,7.617,426.552
311.5,6250.0,0.8,7.617,426.552
311.6,6250.0,0.8,7.617,426.552
311.7,6250.0,0.8,7.617,426.552
311.8,6250.0,0.8,7.618,426.608
311.9,6250.0,0.8,7.618,426.608
312.0,6250.0,0.8,7.618,426.608
312.1,6250.0,0.8,7.618,426.608
312.2,6250.0,0.8,7.618,426.608
312.3,6250.0,0.8,7.618,426.608
312.4,6250.0,0.8,7.618,426.608
312.5,6250.0,0.8,7.618,426.608
312.6,6250.0,0.8,7.618,426.608
312.7,6250.0,0.8,7.618,426.608
312.8,6250.0,0.8,7.614,426.384
312.9,6250.0,0.8,7.614,426.384
313.0,6250.0,0.8,7.614,426.384
313.1,6250.0,0.8,7.614,426.384
313.2,6250.0,0.8,7.614,426.384
313.3,6250.0,0.8,7.617,426.552
313.4,6250.0,0.8,7.617,426.552
313.5,6250.0,0.8,7.617,426.552
313.6,6250.0,0.8,7.617,426.552
313.7,6250.0,0.8,7.617,426.552
313.8,6250.0,0.8,7.615,426.44
313.9,6250.0,0.8,7.615,426.44
314.0,6250.0,0.8,7.615,426.44
314.1,6250.0,0.8,7.615,426.44
314.2,6250.0,0.8,7.615,426.44
314.3,6250.0,0.8,7.614,426.384
314.4,6250.0,0.8,7.614,426.384
314.5,6250.0,0.8,7.614,426.384
314.6,6250.0,0.8,7.614,426.384
314.7,6250.0,0.8,7.614,426.384
314.8,6250.0,0.8,7.617,426.552
314.9,6250.0,0.8,7.617,426.552
315.0,6250.0,0.8,7.617,426.552
315.1,6250.0,0.8,7.617,426.552
315.2,6250.0,0.8,7.617,426.552
315.3,6250.0,0.8,7.623,426.88800000000003
315.4,6250.0,0.8,7.623,426.88800000000003
315.5,6250.0,0.8,7.623,426.88800000000003
315.6,6250.0,0.8,7.623,426.88800000000003
315.7,6250.0,0.8,7.623,426.88800000000003
315.8,6250.0,0.8,7.616,426.496
315.9,6250.0,0.8,7.616,426.496
316.0,6250.0,0.8,7.616,426.496
316.1,6250.0,0.8,7.616,426.496
316.2,6250.0,0.8,7.616,426.496
316.3,6250.0,0.8,7.616,426.496
316.4,6250.0,0.8,7.616,426.496
316.5,6250.0,0.8,7.616,426.496
316.6,6250.0,0.8,7.616,426.496
316.7,6250.0,0.8,7.616,426.496
316.8,6250.0,0.8,7.615,426.44
316.9,6250.0,0.8,7.615,426.44
317.0,6250.0,0.8,7.615,426.44
317.1,6250.0,0.8,7.615,426.44
317.2,6250.0,0.8,7.615,426.44
317.3,6250.0,0.8,7.617,426.552
317.4,6250.0,0.8,7.617,426.552
317.5,6250.0,0.8,7.617,426.552
317.6,6250.0,0.8,7.617,426.552
317.7,6250.0,0.8,7.617,426.552
317.8,6250.0,0.8,7.615,426.44
317.9,6250.0,0.8,7.615,426.44
318.0,6250.0,0.8,7.615,426.44
318.1,6250.0,0.8,7.615,426.44
318.2,6250.0,0.8,7.615,426.44
318.3,6250.0,0.8,7.617,426.552
318.4,6250.0,0.8,7.617,426.552
318.5,6250.0,0.8,7.617,426.552
318.6,6250.0,0.8,7.617,426.552
318.7,6250.0,0.8,7.617,426.552
318.8,6250.0,0.8,7.614,426.384
318.9,6250.0,0.8,7.614,426.384
319.0,6250.0,0.8,7.614,426.384
319.1,6250.0,0.8,7.614,426.384
319.2,6250.0,0.8,7.614,426.384
319.3,6250.0,0.8,7.616,426.496
319.4,6250.0,0.8,7.616,426.496
319.5,6250.0,0.8,7.616,426.496
319.6,6250.0,0.8,7.616,426.496
319.7,6250.0,0.8,7.616,426.496
319.8,6250.0,0.8,7.615,426.44
319.9,6250.0,0.8,7.615,426.44
320.0,6250.0,0.8,7.615,426.44
320.1,6250.0,0.8,7.615,426.44
320.2,6250.0,0.8,7.615,426.44
320.3,6250.0,0.8,7.615,426.44
320.4,6250.0,0.8,7.615,426.44
320.5,6250.0,0.8,7.615,426.44
320.6,6250.0,0.8,7.615,426.44
320.7,6250.0,0.8,7.615,426.44
320.8,6250.0,0.8,7.614,426.384
320.9,6250.0,0.8,7.614,426.384
321.0,6250.0,0.8,7.614,426.384
321.1,6250.0,0.8,7.614,426.384
321.2,6250.0,0.8,7.614,426.384
321.3,6250.0,0.8,7.617,426.552
321.4,6250.0,0.8,7.617,426.552
321.5,6250.0,0.8,7.617,426.552
321.6,6250.0,0.8,7.617,426.552
321.7,6250.0,0.8,7.617,426.552
321.8,6250.0,0.8,7.618,426.608
321.9,6250.0,0.8,7.618,426.608
322.0,6250.0,0.8,7.618,426.608
322.1,6250.0,0.8,7.618,426.608
322.2,6250.0,0.8,7.618,426.608
322.3,6250.0,0.8,7.615,426.44
322.4,6250.0,0.8,7.615,426.44
322.5,6250.0,0.8,7.615,426.44
322.6,6250.0,0.8,7.615,426.44
322.7,6250.0,0.8,7.615,426.44
322.8,6250.0,0.8,7.613,426.32800000000003
322.9,6250.0,0.8,7.613,426.32800000000003
323.0,6250.0,0.8,7.613,426.32800000000003
323.1,6250.0,0.8,7.613,426.32800000000003
323.2,6250.0,0.8,7.613,426.32800000000003
323.3,6250.0,0.8,7.614,426.384
323.4,6250.0,0.8,7.614,426.384
323.5,6250.0,0.8,7.614,426.384
323.6,6250.0,0.8,7.614,426.384
323.7,6250.0,0.8,7.614,426.384
323.8,6250.0,0.8,7.615,426.44
323.9,6250.0,0.8,7.615,426.44
324.0,6250.0,0.8,7.615,426.44
324.1,6250.0,0.8,7.615,426.44
324.2,6250.0,0.8,7.615,426.44
324.3,6250.0,0.8,7.6155,426.468
324.4,6250.0,0.8,7.6155,426.468
324.5,6250.0,0.8,7.6155,426.468
324.6,6250.0,0.8,7.6155,426.468
324.7,6250.0,0.8,7.6155,426.468
324.8,6250.0,0.8,7.616,426.496
324.9,6250.0,0.8,7.616,426.496
325.0,6250.0,0.8,7.616,426.496
325.1,6250.0,0.8,7.616,426.496
325.2,6250.0,0.8,7.616,426.496
325.3,6250.0,0.8,7.613,426.32800000000003
325.4,6250.0,0.8,7.613,426.32800000000003
325.5,6250.0,0.8,7.613,426.32800000000003
325.6,6250.0,0.8,7.613,426.32800000000003
325.7,6250.0,0.8,7.613,426.32800000000003
325.8,6250.0,0.8,7.615,426.44
325.9,6250.0,0.8,7.615,426.44
326.0,6250.0,0.8,7.615,426.44
326.1,6250.0,0.8,7.615,426.44
326.2,6250.0,0.8,7.615,426.44
326.3,6250.0,0.8,7.612,426.272
326.4,6250.0,0.8,7.612,426.272
326.5,6250.0,0.8,7.612,426.272
326.6,6250.0,0.8,7.612,426.272
326.7,6250.0,0.8,7.612,426.272
326.8,6250.0,0.8,7.613,426.32800000000003
326.9,6250.0,0.8,7.613,426.32800000000003
327.0,6250.0,0.8,7.613,426.32800000000003
327.1,6250.0,0.8,7.613,426.32800000000003
327.2,6250.0,0.8,7.613,426.32800000000003
327.3,6250.0,0.8,7.614,426.384
327.4,6250.0,0.8,7.614,426.384
327.5,6250.0,0.8,7.614,426.384
327.6,6250.0,0.8,7.614,426.384
327.7,6250.0,0.8,7.614,426.384
327.8,6250.0,0.8,7.616,426.496
327.9,6250.0,0.8,7.616,426.496
328.0,6250.0,0.8,7.616,426.496
328.1,6250.0,0.8,7.616,426.496
328.2,6250.0,0.8,7.616,426.496
328.3,6250.0,0.8,7.618,426.608
328.4,6250.0,0.8,7.618,426.608
328.5,6250.0,0.8,7.618,426.608
328.6,6250.0,0.8,7.618,426.608
328.7,6250.0,0.8,7.618,426.608
328.8,6250.0,0.8,7.613,426.32800000000003
328.9,6250.0,0.8,7.613,426.32800000000003
329.0,6250.0,0.8,7.613,426.32800000000003
329.1,6250.0,0.8,7.613,426.32800000000003
329.2,6250.0,0.8,7.613,426.32800000000003
329.3,6250.0,0.8,7.614,426.384
329.4,6250.0,0.8,7.614,426.384
329.5,6250.0,0.8,7.614,426.384
329.6,6250.0,0.8,7.614,426.384
329.7,6250.0,0.8,7.614,426.384
329.8,6250.0,0.8,7.616,426.496
329.9,6250.0,0.8,7.616,426.496
330.0,6250.0,0.8,7.616,426.496
330.1,6250.0,0.8,7.616,426.496
330.2,6250.0,0.8,7.616,426.496
330.3,6250.0,0.8,7.616,426.496
330.4,6250.0,0.8,7.616,426.496
330.5,6250.0,0.8,7.616,426.496
330.6,6250.0,0.8,7.616,426.496
330.7,6250.0,0.8,7.616,426.496
330.8,6250.0,0.8,7.615,426.44
330.9,6250.0,0.8,7.615,426.44
331.0,6250.0,0.8,7.615,426.44
331.1,6250.0,0.8,7.615,426.44
331.2,6250.0,0.8,7.615,426.44
331.3,6250.0,0.8,7.615,426.44
331.4,6250.0,0.8,7.615,426.44
331.5,6250.0,0.8,7.615,426.44
331.6,6250.0,0.8,7.615,426.44
331.7,6250.0,0.8,7.615,426.44
331.8,6250.0,0.8,7.615,426.44
331.9,6250.0,0.8,7.615,426.44
332.0,6250.0,0.8,7.615,426.44
332.1,6250.0,0.8,7.615,426.44
332.2,6250.0,0.8,7.615,426.44
332.3,6250.0,0.8,7.617,426.552
332.4,6250.0,0.8,7.617,426.552
332.5,6250.0,0.8,7.617,426.552
332.6,6250.0,0.8,7.617,426.552
332.7,6250.0,0.8,7.617,426.552
332.8,6250.0,0.8,7.615,426.44
332.9,6250.0,0.8,7.615,426.44
333.0,6250.0,0.8,7.615,426.44
333.1,6250.0,0.8,7.615,426.44
333.2,6250.0,0.8,7.615,426.44
333.3,6250.0,0.8,7.614,426.384
333.4,6250.0,0.8,7.614,426.384
333.5,6250.0,0.8,7.614,426.384
333.6,6250.0,0.8,7.614,426.384
333.7,6250.0,0.8,7.614,426.384
333.8,6250.0,0.8,7.615,426.44
333.9,6250.0,0.8,7.615,426.44
334.0,6250.0,0.8,7.615,426.44
334.1,6250.0,0.8,7.615,426.44
334.2,6250.0,0.8,7.615,426.44
334.3,6250.0,0.8,7.617,426.552
334.4,6250.0,0.8,7.617,426.552
334.5,6250.0,0.8,7.617,426.552
334.6,6250.0,0.8,7.617,426.552
334.7,6250.0,0.8,7.617,426.552
334.8,6250.0,0.8,7.619,426.664
334.9,6250.0,0.8,7.619,426.664
335.0,6250.0,0.8,7.619,426.664
335.1,6250.0,0.8,7.619,426.664
335.2,6250.0,0.8,7.619,426.664
335.3,6250.0,0.8,7.618,426.608
335.4,6250.0,0.8,7.618,426.608
335.5,6250.0,0.8,7.618,426.608
335.6,6250.0,0.8,7.618,426.608
335.7,6250.0,0.8,7.618,426.608
335.8,6250.0,0.8,7.615,426.44
335.9,6250.0,0.8,7.615,426.44
336.0,6250.0,0.8,7.615,426.44
336.1,6250.0,0.8,7.615,426.44
336.2,6250.0,0.8,7.615,426.44
336.3,6250.0,0.8,7.616,426.496
336.4,6250.0,0.8,7.616,426.496
336.5,6250.0,0.8,7.616,426.496
336.6,6250.0,0.8,7.616,426.496
336.7,6250.0,0.8,7.616,426.496
336.8,6250.0,0.8,7.615,426.44
336.9,6250.0,0.8,7.615,426.44
337.0,6250.0,0.8,7.615,426.44
337.1,6250.0,0.8,7.615,426.44
337.2,6250.0,0.8,7.615,426.44
337.3,6250.0,0.8,7.615,426.44
337.4,6250.0,0.8,7.615,426.44
337.5,6250.0,0.8,7.615,426.44
337.6,6250.0,0.8,7.615,426.44
337.7,6250.0,0.8,7.615,426.44
337.8,6250.0,0.8,7.616,426.496
337.9,6250.0,0.8,7.616,426.496
338.0,6250.0,0.8,7.616,426.496
338.1,6250.0,0.8,7.616,426.496
338.2,6250.0,0.8,7.616,426.496
338.3,6250.0,0.8,7.617,426.552
338.4,6250.0,0.8,7.617,426.552
338.5,6250.0,0.8,7.617,426.552
338.6,6250.0,0.8,7.617,426.552
338.7,6250.0,0.8,7.617,426.552
338.8,6250.0,0.8,7.617,426.552
338.9,6250.0,0.8,7.617,426.552
339.0,6250.0,0.8,7.617,426.552
339.1,6250.0,0.8,7.617,426.552
339.2,6250.0,0.8,7.617,426.552
339.3,6250.0,0.8,7.617,426.552
339.4,6250.0,0.8,7.617,426.552
339.5,6250.0,0.8,7.617,426.552
339.6,6250.0,0.8,7.617,426.552
339.7,6250.0,0.8,7.617,426.552
339.8,6250.0,0.8,7.617,426.552
339.9,6250.0,0.8,7.617,426.552
340.0,6250.0,0.8,7.617,426.552
340.1,6250.0,0.8,7.617,426.552
340.2,6250.0,0.8,7.617,426.552
340.3,6250.0,0.8,7.617,426.552
340.4,6250.0,0.8,7.617,426.552
340.5,6250.0,0.8,7.617,426.552
340.6,6250.0,0.8,7.617,426.552
340.7,6250.0,0.8,7.617,426.552
340.8,6250.0,0.8,7.615,426.44
340.9,6250.0,0.8,7.615,426.44
341.0,6250.0,0.8,7.615,426.44
341.1,6250.0,0.8,7.615,426.44
341.2,6250.0,0.8,7.615,426.44
341.3,6250.0,0.8,7.616,426.496
341.4,6250.0,0.8,7.616,426.496
341.5,6250.0,0.8,7.616,426.496
341.6,6250.0,0.8,7.616,426.496
341.7,6250.0,0.8,7.616,426.496
341.8,6250.0,0.8,7.616,426.496
341.9,6250.0,0.8,7.616,426.496
342.0,6250.0,0.8,7.616,426.496
342.1,6250.0,0.8,7.616,426.496
342.2,6250.0,0.8,7.616,426.496
342.3,6250.0,0.8,7.614,426.384
342.4,6250.0,0.8,7.614,426.384
342.5,6250.0,0.8,7.614,426.384
342.6,6250.0,0.8,7.614,426.384
342.7,6250.0,0.8,7.614,426.384
342.8,6250.0,0.8,7.615,426.44
342.9,6250.0,0.8,7.615,426.44
343.0,6250.0,0.8,7.615,426.44
343.1,6250.0,0.8,7.615,426.44
343.2,6250.0,0.8,7.615,426.44
343.3,6250.0,0.8,7.615,426.44
343.4,6250.0,0.8,7.615,426.44
343.5,6250.0,0.8,7.615,426.44
343.6,6250.0,0.8,7.615,426.44
343.7,6250.0,0.8,7.615,426.44
343.8,6250.0,0.8,7.616,426.496
343.9,6250.0,0.8,7.616,426.496
