time_s,current_uA,applied_V,force_V_raw,force_V,force_mN,stress_MPa
0.0,5886.82,0.8,3.513,3.511,199.95145000000002,
0.1,5799.56,0.8,3.513,3.511,199.95145000000002,
0.2,5760.46,0.8,3.513,3.511,199.95145000000002,
0.3,5743.77,0.8,3.511,3.511,199.95145000000002,
0.4,5735.18,0.8,3.511,3.511,199.95145000000002,
0.5,5731.37,0.8,3.511,3.511,199.95145000000002,
0.6,5728.03,0.8,3.511,3.511,199.95145000000002,
0.7,5728.51,0.8,3.511,3.511,199.95145000000002,
0.8,5730.41,0.8,3.512,3.511,199.95145000000002,
0.9,5727.55,0.8,3.512,3.511,199.95145000000002,
1.0,5732.32,0.8,3.512,3.511,199.95145000000002,
1.1,5736.61,0.8,3.512,3.511,199.95145000000002,
1.2,5739.95,0.8,3.512,3.511,199.95145000000002,
1.3,5749.96,0.8,3.512,3.511,199.95145000000002,
1.4,5756.16,0.8,3.512,3.511,199.95145000000002,
1.5,5759.02,0.8,3.512,3.511,199.95145000000002,
1.6,5760.46,0.8,3.512,3.511,199.95145000000002,
1.7,5760.93,0.8,3.512,3.511,199.95145000000002,
1.8,5760.93,0.8,3.511,3.511,199.95145000000002,
1.9,5765.22,0.8,3.511,3.511,199.95145000000002,
2.0,5769.99,0.8,3.511,3.511,199.95145000000002,
2.1,5772.85,0.8,3.511,3.511,199.95145000000002,
2.2,5778.1,0.8,3.511,3.511,199.95145000000002,
2.3,5788.59,0.8,3.511,3.511,199.95145000000002,
2.4,5789.07,0.8,3.511,3.511,199.95145000000002,
2.5,5794.31,0.8,3.511,3.511,199.95145000000002,
2.6,5794.31,0.8,3.511,3.511,199.95145000000002,
2.7,5796.34,0.8,3.511,3.511,199.95145000000002,
2.8,5797.17,0.8,3.511,3.511,199.95145000000002,
2.9,5799.56,0.8,3.511,3.511,199.95145000000002,
3.0,5805.75,0.8,3.511,3.511,199.95145000000002,
3.1,5808.62,0.8,3.511,3.511,199.95145000000002,
3.2,5814.81,0.8,3.511,3.511,199.95145000000002,
3.3,5816.25,0.8,3.512,3.511,199.95145000000002,
3.4,5821.97,0.8,3.512,3.511,199.95145000000002,
3.5,5825.31,0.8,3.512,3.511,199.95145000000002,
3.6,5825.78,0.8,3.512,3.511,199.95145000000002,
