time_s,force_V,confident,digits
64.0,11.864,True,"[1, 1, 8, 6, 4]"
64.5,11.809,True,"[1, 1, 8, 0, 9]"
65.0,11.809,True,"[1, 1, 8, 0, 9]"
65.5,11.804,True,"[1, 1, 8, 0, 4]"
66.0,11.808,True,"[1, 1, 8, 0, 8]"
66.5,11.801,True,"[1, 1, 8, 0, 1]"
67.0,11.868,True,"[1, 1, 8, 6, 8]"
67.5,11.868,True,"[1, 1, 8, 6, 8]"
68.0,11.808,True,"[1, 1, 8, 0, 8]"
68.5,11.805,True,"[1, 1, 8, 0, 5]"
69.0,11.809,True,"[1, 1, 8, 0, 9]"
69.5,11.808,True,"[1, 1, 8, 0, 8]"
70.0,11.801,True,"[1, 1, 8, 0, 1]"
70.5,11.864,True,"[1, 1, 8, 6, 4]"
71.0,11.869,True,"[1, 1, 8, 6, 9]"
71.5,11.809,True,"[1, 1, 8, 0, 9]"
72.0,11.808,True,"[1, 1, 8, 0, 8]"
72.5,11.808,True,"[1, 1, 8, 0, 8]"
73.0,11.805,True,"[1, 1, 8, 0, 5]"
73.5,11.808,True,"[1, 1, 8, 0, 8]"
74.0,11.808,True,"[1, 1, 8, 0, 8]"
74.5,11.805,True,"[1, 1, 8, 0, 5]"
75.0,11.808,True,"[1, 1, 8, 0, 8]"
75.5,11.805,True,"[1, 1, 8, 0, 5]"
76.0,11.801,True,"[1, 1, 8, 0, 1]"
76.5,11.801,True,"[1, 1, 8, 0, 1]"
77.0,11.801,True,"[1, 1, 8, 0, 1]"
77.5,11.805,True,"[1, 1, 8, 0, 5]"
78.0,11.801,True,"[1, 1, 8, 0, 1]"
78.5,11.805,True,"[1, 1, 8, 0, 5]"
79.0,11.808,True,"[1, 1, 8, 0, 8]"
79.5,11.808,True,"[1, 1, 8, 0, 8]"
80.0,11.801,True,"[1, 1, 8, 0, 1]"
80.5,11.801,True,"[1, 1, 8, 0, 1]"
81.0,11.801,True,"[1, 1, 8, 0, 1]"
81.5,11.808,True,"[1, 1, 8, 0, 8]"
82.0,11.805,True,"[1, 1, 8, 0, 5]"
82.5,11.808,True,"[1, 1, 8, 0, 8]"
83.0,11.808,True,"[1, 1, 8, 0, 8]"
83.5,11.805,True,"[1, 1, 8, 0, 5]"
84.0,11.808,True,"[1, 1, 8, 0, 8]"
84.5,11.808,True,"[1, 1, 8, 0, 8]"
85.0,11.808,True,"[1, 1, 8, 0, 8]"
85.5,11.808,True,"[1, 1, 8, 0, 8]"
86.0,11.801,True,"[1, 1, 8, 0, 1]"
86.5,11.808,True,"[1, 1, 8, 0, 8]"
87.0,11.808,True,"[1, 1, 8, 0, 8]"
87.5,11.801,True,"[1, 1, 8, 0, 1]"
88.0,11.808,True,"[1, 1, 8, 0, 8]"
88.5,11.808,True,"[1, 1, 8, 0, 8]"
89.0,11.808,True,"[1, 1, 8, 0, 8]"
89.5,11.808,True,"[1, 1, 8, 0, 8]"
90.0,11.805,True,"[1, 1, 8, 0, 5]"
90.5,11.808,True,"[1, 1, 8, 0, 8]"
91.0,11.803,True,"[1, 1, 8, 0, 3]"
91.5,11.805,True,"[1, 1, 8, 0, 5]"
92.0,11.804,True,"[1, 1, 8, 0, 4]"
92.5,11.801,True,"[1, 1, 8, 0, 1]"
93.0,11.804,True,"[1, 1, 8, 0, 4]"
93.5,11.801,True,"[1, 1, 8, 0, 1]"
94.0,11.808,True,"[1, 1, 8, 0, 8]"
94.5,11.808,True,"[1, 1, 8, 0, 8]"
95.0,11.803,True,"[1, 1, 8, 0, 3]"
95.5,11.803,True,"[1, 1, 8, 0, 3]"
96.0,11.803,True,"[1, 1, 8, 0, 3]"
96.5,11.803,True,"[1, 1, 8, 0, 3]"
97.0,11.805,True,"[1, 1, 8, 0, 5]"
97.5,11.809,True,"[1, 1, 8, 0, 9]"
98.0,11.803,True,"[1, 1, 8, 0, 3]"
98.5,11.805,True,"[1, 1, 8, 0, 5]"
99.0,11.804,True,"[1, 1, 8, 0, 4]"
99.5,11.804,True,"[1, 1, 8, 0, 4]"
100.0,11.803,True,"[1, 1, 8, 0, 3]"
100.5,11.809,True,"[1, 1, 8, 0, 9]"
101.0,11.803,True,"[1, 1, 8, 0, 3]"
101.5,11.803,True,"[1, 1, 8, 0, 3]"
102.0,11.804,True,"[1, 1, 8, 0, 4]"
102.5,11.803,True,"[1, 1, 8, 0, 3]"
103.0,11.803,True,"[1, 1, 8, 0, 3]"
103.5,11.804,True,"[1, 1, 8, 0, 4]"
104.0,11.803,True,"[1, 1, 8, 0, 3]"
104.5,11.803,True,"[1, 1, 8, 0, 3]"
105.0,11.809,True,"[1, 1, 8, 0, 9]"
105.5,11.803,True,"[1, 1, 8, 0, 3]"
106.0,11.804,True,"[1, 1, 8, 0, 4]"
106.5,11.803,True,"[1, 1, 8, 0, 3]"
107.0,11.808,True,"[1, 1, 8, 0, 8]"
107.5,11.808,True,"[1, 1, 8, 0, 8]"
108.0,11.179,True,"[1, 1, 1, 7, 9]"
108.5,11.804,True,"[1, 1, 8, 0, 4]"
109.0,11.803,True,"[1, 1, 8, 0, 3]"
109.5,11.179,True,"[1, 1, 1, 7, 9]"
110.0,11.809,True,"[1, 1, 8, 0, 9]"
110.5,11.171,True,"[1, 1, 1, 7, 1]"
111.0,11.803,True,"[1, 1, 8, 0, 3]"
111.5,11.803,True,"[1, 1, 8, 0, 3]"
112.0,11.809,True,"[1, 1, 8, 0, 9]"
112.5,11.179,True,"[1, 1, 1, 7, 9]"
113.0,11.179,True,"[1, 1, 1, 7, 9]"
113.5,11.808,True,"[1, 1, 8, 0, 8]"
114.0,11.178,True,"[1, 1, 1, 7, 8]"
114.5,11.179,True,"[1, 1, 1, 7, 9]"
115.0,11.179,True,"[1, 1, 1, 7, 9]"
115.5,11.803,True,"[1, 1, 8, 0, 3]"
116.0,11.179,True,"[1, 1, 1, 7, 9]"
116.5,11.809,True,"[1, 1, 8, 0, 9]"
117.0,11.803,True,"[1, 1, 8, 0, 3]"
117.5,11.179,True,"[1, 1, 1, 7, 9]"
118.0,11.178,True,"[1, 1, 1, 7, 8]"
118.5,11.179,True,"[1, 1, 1, 7, 9]"
119.0,11.809,True,"[1, 1, 8, 0, 9]"
119.5,11.179,True,"[1, 1, 1, 7, 9]"
120.0,11.178,True,"[1, 1, 1, 7, 8]"
120.5,11.808,True,"[1, 1, 8, 0, 8]"
121.0,11.178,True,"[1, 1, 1, 7, 8]"
121.5,11.808,True,"[1, 1, 8, 0, 8]"
122.0,11.808,True,"[1, 1, 8, 0, 8]"
122.5,11.808,True,"[1, 1, 8, 0, 8]"
123.0,11.805,True,"[1, 1, 8, 0, 5]"
123.5,11.809,True,"[1, 1, 8, 0, 9]"
124.0,11.808,True,"[1, 1, 8, 0, 8]"
124.5,11.171,True,"[1, 1, 1, 7, 1]"
125.0,11.804,True,"[1, 1, 8, 0, 4]"
125.5,11.808,True,"[1, 1, 8, 0, 8]"
126.0,11.803,True,"[1, 1, 8, 0, 3]"
126.5,11.178,True,"[1, 1, 1, 7, 8]"
127.0,11.803,True,"[1, 1, 8, 0, 3]"
127.5,11.808,True,"[1, 1, 8, 0, 8]"
128.0,11.809,True,"[1, 1, 8, 0, 9]"
128.5,11.808,True,"[1, 1, 8, 0, 8]"
129.0,11.178,True,"[1, 1, 1, 7, 8]"
129.5,11.178,True,"[1, 1, 1, 7, 8]"
130.0,11.771,True,"[1, 1, 7, 7, 1]"
130.5,11.178,True,"[1, 1, 1, 7, 8]"
131.0,11.171,True,"[1, 1, 1, 7, 1]"
131.5,11.178,True,"[1, 1, 1, 7, 8]"
132.0,11.171,True,"[1, 1, 1, 7, 1]"
132.5,11.809,True,"[1, 1, 8, 0, 9]"
133.0,11.178,True,"[1, 1, 1, 7, 8]"
133.5,11.179,True,"[1, 1, 1, 7, 9]"
134.0,11.178,True,"[1, 1, 1, 7, 8]"
134.5,11.803,True,"[1, 1, 8, 0, 3]"
135.0,11.179,True,"[1, 1, 1, 7, 9]"
135.5,11.808,True,"[1, 1, 8, 0, 8]"
136.0,11.178,True,"[1, 1, 1, 7, 8]"
136.5,11.171,True,"[1, 1, 1, 7, 1]"
137.0,11.803,True,"[1, 1, 8, 0, 3]"
137.5,11.178,True,"[1, 1, 1, 7, 8]"
138.0,11.179,True,"[1, 1, 1, 7, 9]"
138.5,11.171,True,"[1, 1, 1, 7, 1]"
139.0,11.178,True,"[1, 1, 1, 7, 8]"
139.5,11.171,True,"[1, 1, 1, 7, 1]"
140.0,11.178,True,"[1, 1, 1, 7, 8]"
140.5,11.179,True,"[1, 1, 1, 7, 9]"
141.0,11.179,True,"[1, 1, 1, 7, 9]"
141.5,11.171,True,"[1, 1, 1, 7, 1]"
142.0,11.178,True,"[1, 1, 1, 7, 8]"
142.5,11.808,True,"[1, 1, 8, 0, 8]"
143.0,11.175,True,"[1, 1, 1, 7, 5]"
143.5,11.809,True,"[1, 1, 8, 0, 9]"
144.0,11.178,True,"[1, 1, 1, 7, 8]"
144.5,11.178,True,"[1, 1, 1, 7, 8]"
145.0,11.804,True,"[1, 1, 8, 0, 4]"
145.5,11.171,True,"[1, 1, 1, 7, 1]"
146.0,11.179,True,"[1, 1, 1, 7, 9]"
146.5,11.179,True,"[1, 1, 1, 7, 9]"
147.0,11.178,True,"[1, 1, 1, 7, 8]"
147.5,11.175,True,"[1, 1, 1, 7, 5]"
148.0,11.171,True,"[1, 1, 1, 7, 1]"
148.5,11.174,True,"[1, 1, 1, 7, 4]"
149.0,11.179,True,"[1, 1, 1, 7, 9]"
149.5,11.178,True,"[1, 1, 1, 7, 8]"
150.0,11.178,True,"[1, 1, 1, 7, 8]"
150.5,11.808,True,"[1, 1, 8, 0, 8]"
151.0,11.778,True,"[1, 1, 7, 7, 8]"
151.5,11.178,True,"[1, 1, 1, 7, 8]"
152.0,11.171,True,"[1, 1, 1, 7, 1]"
152.5,11.178,True,"[1, 1, 1, 7, 8]"
153.0,11.179,True,"[1, 1, 1, 7, 9]"
153.5,11.175,True,"[1, 1, 1, 7, 5]"
154.0,11.808,True,"[1, 1, 8, 0, 8]"
154.5,11.173,True,"[1, 1, 1, 7, 3]"
155.0,11.175,True,"[1, 1, 1, 7, 5]"
155.5,11.174,True,"[1, 1, 1, 7, 4]"
156.0,11.779,True,"[1, 1, 7, 7, 9]"
156.5,11.178,True,"[1, 1, 1, 7, 8]"
157.0,11.178,True,"[1, 1, 1, 7, 8]"
157.5,11.178,True,"[1, 1, 1, 7, 8]"
158.0,11.178,True,"[1, 1, 1, 7, 8]"
158.5,11.175,True,"[1, 1, 1, 7, 5]"
159.0,11.175,True,"[1, 1, 1, 7, 5]"
159.5,11.771,True,"[1, 1, 7, 7, 1]"
160.0,11.174,True,"[1, 1, 1, 7, 4]"
160.5,11.171,True,"[1, 1, 1, 7, 1]"
161.0,11.174,True,"[1, 1, 1, 7, 4]"
161.5,11.778,True,"[1, 1, 7, 7, 8]"
162.0,11.174,True,"[1, 1, 1, 7, 4]"
162.5,11.174,True,"[1, 1, 1, 7, 4]"
163.0,11.173,True,"[1, 1, 1, 7, 3]"
163.5,11.173,True,"[1, 1, 1, 7, 3]"
164.0,11.171,True,"[1, 1, 1, 7, 1]"
164.5,11.174,True,"[1, 1, 1, 7, 4]"
165.0,11.174,True,"[1, 1, 1, 7, 4]"
165.5,11.178,True,"[1, 1, 1, 7, 8]"
166.0,11.173,True,"[1, 1, 1, 7, 3]"
166.5,11.175,True,"[1, 1, 1, 7, 5]"
167.0,11.175,True,"[1, 1, 1, 7, 5]"
167.5,11.178,True,"[1, 1, 1, 7, 8]"
168.0,11.175,True,"[1, 1, 1, 7, 5]"
168.5,11.175,True,"[1, 1, 1, 7, 5]"
169.0,11.774,True,"[1, 1, 7, 7, 4]"
169.5,11.174,True,"[1, 1, 1, 7, 4]"
170.0,11.175,True,"[1, 1, 1, 7, 5]"
170.5,11.178,True,"[1, 1, 1, 7, 8]"
171.0,11.175,True,"[1, 1, 1, 7, 5]"
171.5,11.178,True,"[1, 1, 1, 7, 8]"
172.0,11.174,True,"[1, 1, 1, 7, 4]"
172.5,11.175,True,"[1, 1, 1, 7, 5]"
173.0,11.179,True,"[1, 1, 1, 7, 9]"
173.5,11.171,True,"[1, 1, 1, 7, 1]"
174.0,11.173,True,"[1, 1, 1, 7, 3]"
174.5,11.778,True,"[1, 1, 7, 7, 8]"
175.0,11.173,True,"[1, 1, 1, 7, 3]"
175.5,11.175,True,"[1, 1, 1, 7, 5]"
176.0,11.171,True,"[1, 1, 1, 7, 1]"
176.5,11.173,True,"[1, 1, 1, 7, 3]"
177.0,11.174,True,"[1, 1, 1, 7, 4]"
177.5,11.173,True,"[1, 1, 1, 7, 3]"
178.0,11.173,True,"[1, 1, 1, 7, 3]"
178.5,11.774,True,"[1, 1, 7, 7, 4]"
179.0,11.174,True,"[1, 1, 1, 7, 4]"
179.5,11.778,True,"[1, 1, 7, 7, 8]"
180.0,11.174,True,"[1, 1, 1, 7, 4]"
180.5,11.188,True,"[1, 1, 1, 8, 8]"
181.0,11.173,True,"[1, 1, 1, 7, 3]"
181.5,11.178,True,"[1, 1, 1, 7, 8]"
182.0,11.773,True,"[1, 1, 7, 7, 3]"
182.5,11.174,True,"[1, 1, 1, 7, 4]"
183.0,11.174,True,"[1, 1, 1, 7, 4]"
183.5,11.775,True,"[1, 1, 7, 7, 5]"
184.0,11.173,True,"[1, 1, 1, 7, 3]"
184.5,11.174,True,"[1, 1, 1, 7, 4]"
185.0,11.173,True,"[1, 1, 1, 7, 3]"
185.5,11.189,True,"[1, 1, 1, 8, 9]"
186.0,11.173,True,"[1, 1, 1, 7, 3]"
186.5,11.174,True,"[1, 1, 1, 7, 4]"
187.0,11.173,True,"[1, 1, 1, 7, 3]"
187.5,11.178,True,"[1, 1, 1, 7, 8]"
188.0,11.175,True,"[1, 1, 1, 7, 5]"
188.5,11.174,True,"[1, 1, 1, 7, 4]"
189.0,11.179,True,"[1, 1, 1, 7, 9]"
189.5,11.174,True,"[1, 1, 1, 7, 4]"
190.0,11.178,True,"[1, 1, 1, 7, 8]"
190.5,11.173,True,"[1, 1, 1, 7, 3]"
191.0,11.189,True,"[1, 1, 1, 8, 9]"
191.5,11.788,True,"[1, 1, 7, 8, 8]"
192.0,11.189,True,"[1, 1, 1, 8, 9]"
192.5,11.789,True,"[1, 1, 7, 8, 9]"
193.0,11.173,True,"[1, 1, 1, 7, 3]"
193.5,11.773,True,"[1, 1, 7, 7, 3]"
194.0,11.178,True,"[1, 1, 1, 7, 8]"
194.5,11.174,True,"[1, 1, 1, 7, 4]"
195.0,11.173,True,"[1, 1, 1, 7, 3]"
195.5,11.174,True,"[1, 1, 1, 7, 4]"
196.0,11.174,True,"[1, 1, 1, 7, 4]"
196.5,11.189,True,"[1, 1, 1, 8, 9]"
197.0,11.174,True,"[1, 1, 1, 7, 4]"
197.5,11.773,True,"[1, 1, 7, 7, 3]"
198.0,11.174,True,"[1, 1, 1, 7, 4]"
198.5,11.173,True,"[1, 1, 1, 7, 3]"
199.0,11.773,True,"[1, 1, 7, 7, 3]"
199.5,11.173,True,"[1, 1, 1, 7, 3]"
200.0,11.174,True,"[1, 1, 1, 7, 4]"
200.5,11.774,True,"[1, 1, 7, 7, 4]"
201.0,11.189,True,"[1, 1, 1, 8, 9]"
201.5,11.178,True,"[1, 1, 1, 7, 8]"
202.0,11.189,True,"[1, 1, 1, 8, 9]"
202.5,11.178,True,"[1, 1, 1, 7, 8]"
203.0,11.778,True,"[1, 1, 7, 7, 8]"
203.5,11.178,True,"[1, 1, 1, 7, 8]"
204.0,11.181,True,"[1, 1, 1, 8, 1]"
204.5,11.178,True,"[1, 1, 1, 7, 8]"
205.0,11.188,True,"[1, 1, 1, 8, 8]"
205.5,11.181,True,"[1, 1, 1, 8, 1]"
206.0,11.189,True,"[1, 1, 1, 8, 9]"
206.5,11.778,True,"[1, 1, 7, 7, 8]"
207.0,11.189,True,"[1, 1, 1, 8, 9]"
207.5,11.188,True,"[1, 1, 1, 8, 8]"
208.0,11.774,True,"[1, 1, 7, 7, 4]"
208.5,11.188,True,"[1, 1, 1, 8, 8]"
209.0,11.188,True,"[1, 1, 1, 8, 8]"
209.5,11.189,True,"[1, 1, 1, 8, 9]"
210.0,11.188,True,"[1, 1, 1, 8, 8]"
210.5,11.788,True,"[1, 1, 7, 8, 8]"
211.0,11.188,True,"[1, 1, 1, 8, 8]"
211.5,11.185,True,"[1, 1, 1, 8, 5]"
212.0,11.188,True,"[1, 1, 1, 8, 8]"
212.5,11.188,True,"[1, 1, 1, 8, 8]"
213.0,11.181,True,"[1, 1, 1, 8, 1]"
213.5,11.789,True,"[1, 1, 7, 8, 9]"
214.0,11.188,True,"[1, 1, 1, 8, 8]"
214.5,11.189,True,"[1, 1, 1, 8, 9]"
215.0,11.189,True,"[1, 1, 1, 8, 9]"
215.5,11.185,True,"[1, 1, 1, 8, 5]"
216.0,11.189,True,"[1, 1, 1, 8, 9]"
216.5,11.188,True,"[1, 1, 1, 8, 8]"
217.0,11.188,True,"[1, 1, 1, 8, 8]"
217.5,11.185,True,"[1, 1, 1, 8, 5]"
218.0,11.188,True,"[1, 1, 1, 8, 8]"
218.5,11.188,True,"[1, 1, 1, 8, 8]"
219.0,11.184,True,"[1, 1, 1, 8, 4]"
219.5,11.188,True,"[1, 1, 1, 8, 8]"
220.0,11.184,True,"[1, 1, 1, 8, 4]"
220.5,11.188,True,"[1, 1, 1, 8, 8]"
221.0,11.784,True,"[1, 1, 7, 8, 4]"
221.5,11.185,True,"[1, 1, 1, 8, 5]"
222.0,11.188,True,"[1, 1, 1, 8, 8]"
222.5,11.788,True,"[1, 1, 7, 8, 8]"
223.0,11.185,True,"[1, 1, 1, 8, 5]"
223.5,11.181,True,"[1, 1, 1, 8, 1]"
224.0,11.189,True,"[1, 1, 1, 8, 9]"
224.5,11.185,True,"[1, 1, 1, 8, 5]"
225.0,11.185,True,"[1, 1, 1, 8, 5]"
225.5,11.185,True,"[1, 1, 1, 8, 5]"
226.0,11.188,True,"[1, 1, 1, 8, 8]"
226.5,11.784,True,"[1, 1, 7, 8, 4]"
227.0,11.184,True,"[1, 1, 1, 8, 4]"
227.5,11.184,True,"[1, 1, 1, 8, 4]"
228.0,11.184,True,"[1, 1, 1, 8, 4]"
228.5,11.183,True,"[1, 1, 1, 8, 3]"
229.0,11.184,True,"[1, 1, 1, 8, 4]"
229.5,11.183,True,"[1, 1, 1, 8, 3]"
230.0,11.181,True,"[1, 1, 1, 8, 1]"
230.5,11.783,True,"[1, 1, 7, 8, 3]"
231.0,11.183,True,"[1, 1, 1, 8, 3]"
231.5,11.188,True,"[1, 1, 1, 8, 8]"
232.0,11.188,True,"[1, 1, 1, 8, 8]"
232.5,11.184,True,"[1, 1, 1, 8, 4]"
233.0,11.788,True,"[1, 1, 7, 8, 8]"
233.5,11.184,True,"[1, 1, 1, 8, 4]"
234.0,11.183,True,"[1, 1, 1, 8, 3]"
234.5,11.185,True,"[1, 1, 1, 8, 5]"
235.0,11.185,True,"[1, 1, 1, 8, 5]"
235.5,11.785,True,"[1, 1, 7, 8, 5]"
236.0,11.183,True,"[1, 1, 1, 8, 3]"
236.5,11.185,True,"[1, 1, 1, 8, 5]"
237.0,11.783,True,"[1, 1, 7, 8, 3]"
237.5,11.188,True,"[1, 1, 1, 8, 8]"
238.0,11.183,True,"[1, 1, 1, 8, 3]"
238.5,11.185,True,"[1, 1, 1, 8, 5]"
239.0,11.184,True,"[1, 1, 1, 8, 4]"
239.5,11.185,True,"[1, 1, 1, 8, 5]"
240.0,11.189,True,"[1, 1, 1, 8, 9]"
240.5,11.183,True,"[1, 1, 1, 8, 3]"
241.0,11.784,True,"[1, 1, 7, 8, 4]"
241.5,11.189,True,"[1, 1, 1, 8, 9]"
242.0,11.183,True,"[1, 1, 1, 8, 3]"
242.5,11.783,True,"[1, 1, 7, 8, 3]"
243.0,11.184,True,"[1, 1, 1, 8, 4]"
243.5,11.183,True,"[1, 1, 1, 8, 3]"
244.0,11.183,True,"[1, 1, 1, 8, 3]"
244.5,11.109,True,"[1, 1, 1, 0, 9]"
245.0,11.784,True,"[1, 1, 7, 8, 4]"
245.5,11.184,True,"[1, 1, 1, 8, 4]"
246.0,11.788,True,"[1, 1, 7, 8, 8]"
246.5,11.189,True,"[1, 1, 1, 8, 9]"
247.0,11.189,True,"[1, 1, 1, 8, 9]"
247.5,11.184,True,"[1, 1, 1, 8, 4]"
248.0,11.184,True,"[1, 1, 1, 8, 4]"
248.5,11.784,True,"[1, 1, 7, 8, 4]"
249.0,11.183,True,"[1, 1, 1, 8, 3]"
