time_s,current_uA,applied_V,force_V,confident,force_mN
41.6,4380.48,0.8,3.187,True,178.47199999999998
41.7,4385.25,0.8,3.187,True,178.47199999999998
41.8,4382.87,0.8,3.187,True,178.47199999999998
41.9,4385.73,0.8,3.187,True,178.47199999999998
42.0,4386.68,0.8,3.187,True,178.47199999999998
42.1,4387.64,0.8,3.187,True,178.47199999999998
42.2,4389.07,0.8,3.187,True,178.47199999999998
42.3,4389.07,0.8,3.187,True,178.47199999999998
42.4,4395.27,0.8,3.187,True,178.47199999999998
42.5,4394.79,0.8,3.187,True,178.47199999999998
42.6,4395.62,0.8,3.187,True,178.47199999999998
42.7,4397.17,0.8,3.187,True,178.47199999999998
42.8,4395.27,0.8,3.187,True,178.47199999999998
42.9,4393.83,0.8,3.187,True,178.47199999999998
43.0,4401.46,0.8,3.187,True,178.47199999999998
43.1,4397.65,0.8,3.187,True,178.47199999999998
43.2,4402.9,0.8,3.187,True,178.47199999999998
43.3,4405.76,0.8,3.187,True,178.47199999999998
43.4,4404.33,0.8,3.187,True,178.47199999999998
43.5,4405.28,0.8,3.187,True,178.47199999999998
43.6,4405.28,0.8,3.187,True,178.47199999999998
43.7,4404.8,0.8,3.187,True,178.47199999999998
43.8,4412.91,0.8,3.187,True,178.47199999999998
43.9,4405.28,0.8,3.187,True,178.47199999999998
44.0,4409.57,0.8,3.187,True,178.47199999999998
44.1,4417.68,0.8,3.187,True,178.47199999999998
44.2,4404.8,0.8,3.187,True,178.47199999999998
44.3,4408.14,0.8,3.187,True,178.47199999999998
44.4,4407.54,0.8,3.187,True,178.47199999999998
44.5,4407.19,0.8,3.187,True,178.47199999999998
44.6,4410.05,0.8,3.187,True,178.47199999999998
44.7,4416.25,0.8,3.187,True,178.47199999999998
44.8,4412.43,0.8,3.187,True,178.47199999999998
44.9,4413.39,0.8,3.187,True,178.47199999999998
45.0,4421.97,0.8,3.187,True,178.47199999999998
45.1,4421.01,0.8,3.187,True,178.47199999999998
45.2,4420.66,0.8,3.187,True,178.47199999999998
45.3,4419.58,0.8,3.187,True,178.47199999999998
45.4,4420.06,0.8,3.187,True,178.47199999999998
45.5,4421.01,0.8,3.187,True,178.47199999999998
45.6,4420.54,0.8,3.187,True,178.47199999999998
45.7,4422.45,0.8,3.187,True,178.47199999999998
45.8,4425.78,0.8,3.187,True,178.47199999999998
45.9,4424.35,0.8,3.187,True,178.47199999999998
46.0,4432.94,0.8,3.187,True,178.47199999999998
46.1,4429.6,0.8,3.187,True,178.47199999999998
46.2,4424.35,0.8,3.187,True,178.47199999999998
46.3,4428.17,0.8,3.187,True,178.47199999999998
46.4,4432.46,0.8,3.187,True,178.47199999999998
46.5,4427.69,0.8,3.187,True,178.47199999999998
46.6,4431.03,0.8,3.187,True,178.47199999999998
46.7,4433.89,0.8,3.187,True,178.47199999999998
46.8,4433.89,0.8,3.187,True,178.47199999999998
46.9,4435.8,0.8,3.187,True,178.47199999999998
47.0,4436.27,0.8,3.187,True,178.47199999999998
47.1,4435.8,0.8,3.187,True,178.47199999999998
47.2,4440.56,0.8,3.187,True,178.47199999999998
47.3,4435.32,0.8,3.187,True,178.47199999999998
47.4,4439.13,0.8,3.187,True,178.47199999999998
47.5,4445.33,0.8,3.187,True,178.47199999999998
47.6,4437.23,0.8,3.187,True,178.47199999999998
47.7,4441.04,0.8,3.187,True,178.47199999999998
47.8,4446.76,0.8,3.187,True,178.47199999999998
47.9,4442.47,0.8,3.187,True,178.47199999999998
48.0,4444.38,0.8,3.187,True,178.47199999999998
48.1,4445.21,0.8,3.187,True,178.47199999999998
48.2,4446.29,0.8,3.187,True,178.47199999999998
48.3,4447.72,0.8,3.187,True,178.47199999999998
48.4,4447.96,0.8,3.187,True,178.47199999999998
48.5,4449.15,0.8,3.187,True,178.47199999999998
48.6,4448.67,0.8,3.187,True,178.47199999999998
48.7,4452.13,0.8,3.187,True,178.47199999999998
48.8,4453.92,0.8,3.187,True,178.47199999999998
48.9,4456.78,0.8,3.187,True,178.47199999999998
49.0,4456.9,0.8,3.187,True,178.47199999999998
49.1,4457.73,0.8,3.187,True,178.47199999999998
49.2,4456.69,0.8,3.187,True,178.47199999999998
49.3,4455.82,0.8,3.187,True,178.47199999999998
49.4,4456.3,0.8,3.187,True,178.47199999999998
49.5,4459.16,0.8,3.187,True,178.47199999999998
49.6,4460.12,0.8,3.187,True,178.47199999999998
49.7,4459.16,0.8,3.187,True,178.47199999999998
49.8,4461.55,0.8,3.187,True,178.47199999999998
49.9,4464.41,0.8,3.187,True,178.47199999999998
50.0,4462.02,0.8,3.187,True,178.47199999999998
50.1,4466.79,0.8,3.187,True,178.47199999999998
50.2,4464.88,0.8,3.187,True,178.47199999999998
50.3,4468.22,0.8,3.187,True,178.47199999999998
50.4,4470.13,0.8,3.187,True,178.47199999999998
50.5,4463.45,0.8,3.187,True,178.47199999999998
50.6,4467.74,0.8,3.187,True,178.47199999999998
50.7,4472.51,0.8,3.187,True,178.47199999999998
50.8,4468.7,0.8,3.187,True,178.47199999999998
50.9,4470.61,0.8,3.187,True,178.47199999999998
51.0,4477.28,0.8,3.187,True,178.47199999999998
51.1,4470.61,0.8,3.187,True,178.47199999999998
51.2,4474.9,0.8,3.187,True,178.47199999999998
51.3,4479.19,0.8,3.187,True,178.47199999999998
51.4,4475.37,0.8,3.187,True,178.47199999999998
51.5,4475.37,0.8,3.187,True,178.47199999999998
51.6,4476.21,0.8,3.187,True,178.47199999999998
51.7,4478.24,0.8,3.187,True,178.47199999999998
51.8,4475.85,0.8,3.187,True,178.47199999999998
51.9,4482.05,0.8,3.187,True,178.47199999999998
52.0,4484.43,0.8,3.187,True,178.47199999999998
52.1,4495.88,0.8,3.187,True,178.47199999999998
52.2,4490.63,0.8,3.187,True,178.47199999999998
52.3,4495.52,0.8,3.187,True,178.47199999999998
52.4,4499.69,0.8,3.187,True,178.47199999999998
52.5,4495.88,0.8,3.187,True,178.47199999999998
52.6,4497.19,0.8,3.187,True,178.47199999999998
52.7,4500.65,0.8,3.187,True,178.47199999999998
52.8,4492.54,0.8,3.187,True,178.47199999999998
52.9,4495.88,0.8,3.187,True,178.47199999999998
53.0,4495.88,0.8,3.187,True,178.47199999999998
53.1,4494.45,0.8,3.187,True,178.47199999999998
53.2,4496.83,0.8,3.187,True,178.47199999999998
53.3,4495.88,0.8,3.187,True,178.47199999999998
53.4,4493.02,0.8,3.187,True,178.47199999999998
53.5,4488.25,0.8,3.187,True,178.47199999999998
53.6,4491.11,0.8,3.187,True,178.47199999999998
53.7,4490.75,0.8,3.187,True,178.47199999999998
