time_s,current_uA,applied_V,force_V_raw,force_V,force_mN,stress_MPa
15.2,3221.29,0.8,9.951,1.9902000000000002,113.34189000000002,0.13877182736455468
15.3,3223.67,0.8,9.952,1.9904,113.35328,0.13878577288031835
15.4,3224.63,0.8,9.952,1.9904,113.35328,0.13878577288031835
15.5,3227.01,0.8,9.952,1.9904,113.35328,0.13878577288031835
15.6,3229.39,0.8,9.952,1.9904,113.35328,0.13878577288031835
15.7,3231.78,0.8,9.952,1.9904,113.35328,0.13878577288031835
15.8,3233.69,0.8,9.952,1.9904,113.35328,0.13878577288031835
15.9,3234.16,0.8,9.952,1.9904,113.35328,0.13878577288031835
16.0,3236.55,0.8,9.952,1.9904,113.35328,0.13878577288031835
16.1,3237.98,0.8,9.952,1.9904,113.35328,0.13878577288031835
16.2,3238.93,0.8,9.952,1.9904,113.35328,0.13878577288031835
16.3,3244.65,0.8,9.952,1.9904,113.35328,0.13878577288031835
16.4,3246.08,0.8,9.952,1.9904,113.35328,0.13878577288031835
16.5,3247.04,0.8,9.952,1.9904,113.35328,0.13878577288031835
16.6,3249.42,0.8,9.952,1.9904,113.35328,0.13878577288031835
16.7,3250.37,0.8,9.952,1.9904,113.35328,0.13878577288031835
16.8,3250.37,0.8,9.952,1.9904,113.35328,0.13878577288031835
16.9,3251.81,0.8,9.952,1.9904,113.35328,0.13878577288031835
17.0,3256.57,0.8,9.952,1.9904,113.35328,0.13878577288031835
17.1,3258.0,0.8,9.952,1.9904,113.35328,0.13878577288031835
17.2,3261.34,0.8,9.952,1.9904,113.35328,0.13878577288031835
17.3,3265.63,0.8,9.954,1.9906,113.36467,0.13879971839608204
17.4,3265.63,0.8,9.954,1.9906,113.36467,0.13879971839608204
17.5,3268.97,0.8,9.954,1.9906,113.36467,0.13879971839608204
17.6,3269.45,0.8,9.954,1.9906,113.36467,0.13879971839608204
17.7,3271.83,0.8,9.954,1.9906,113.36467,0.13879971839608204
17.8,3273.26,0.8,9.953,1.9906,113.36467,0.13879971839608204
17.9,3275.17,0.8,9.953,1.9906,113.36467,0.13879971839608204
18.0,3275.17,0.8,9.953,1.9906,113.36467,0.13879971839608204
