time_s,current_uA,applied_V,force_V_raw,force_V,force_mN,stress_MPa
0.0,26557.3,0.8,7.739,1.5478,88.14721,0.031081526798307477
0.1,25535.9,0.8,7.739,1.5478,88.14721,0.031081526798307477
0.2,24905.1,0.8,7.739,1.5478,88.14721,0.031081526798307477
0.3,24445.9,0.8,7.741,1.5482,88.16999,0.031089559238363897
0.4,24090.6,0.8,7.741,1.5482,88.16999,0.031089559238363897
0.5,23796.4,0.8,7.741,1.5482,88.16999,0.031089559238363897
0.6,23544.6,0.8,7.741,1.5482,88.16999,0.031089559238363897
0.7,23329.6,0.8,7.741,1.5482,88.16999,0.031089559238363897
0.8,23135.5,0.8,7.745,1.5486,88.19277000000001,0.031097591678420317
0.9,22962.4,0.8,7.745,1.5486,88.19277000000001,0.031097591678420317
1.0,22803.2,0.8,7.745,1.5486,88.19277000000001,0.031097591678420317
1.1,22656.8,0.8,7.745,1.5486,88.19277000000001,0.031097591678420317
1.2,22522.8,0.8,7.745,1.5486,88.19277000000001,0.031097591678420317
1.3,22391.6,0.8,7.746,1.5486,88.19277000000001,0.031097591678420317
1.4,22273.4,0.8,7.746,1.5486,88.19277000000001,0.031097591678420317
1.5,22157.5,0.8,7.746,1.5486,88.19277000000001,0.031097591678420317
1.6,22048.3,0.8,7.746,1.5486,88.19277000000001,0.031097591678420317
1.7,21944.8,0.8,7.746,1.5486,88.19277000000001,0.031097591678420317
1.8,21849.0,0.8,7.745,1.549,88.21555000000001,0.03110562411847673
1.9,21756.0,0.8,7.745,1.549,88.21555000000001,0.03110562411847673
2.0,21665.4,0.8,7.745,1.549,88.21555000000001,0.03110562411847673
2.1,21583.9,0.8,7.745,1.549,88.21555000000001,0.03110562411847673
2.2,21501.9,0.8,7.745,1.549,88.21555000000001,0.03110562411847673
2.3,21426.0,0.8,7.743,1.549,88.21555000000001,0.03110562411847673
2.4,21355.5,0.8,7.743,1.549,88.21555000000001,0.03110562411847673
2.5,21288.2,0.8,7.743,1.549,88.21555000000001,0.03110562411847673
2.6,21225.3,0.8,7.743,1.549,88.21555000000001,0.03110562411847673
2.7,21163.8,0.8,7.743,1.549,88.21555000000001,0.03110562411847673
2.8,21104.7,0.8,7.743,1.5492,88.22694,0.03110964033850494
2.9,21049.8,0.8,7.743,1.5492,88.22694,0.03110964033850494
3.0,20998.8,0.8,7.743,1.5492,88.22694,0.03110964033850494
3.1,20946.8,0.8,7.743,1.5492,88.22694,0.03110964033850494
3.2,20902.0,0.8,7.743,1.5492,88.22694,0.03110964033850494
3.3,20853.4,0.8,7.747,1.5494,88.23833,0.031113656558533147
3.4,20812.3,0.8,7.747,1.5494,88.23833,0.031113656558533147
3.5,20769.0,0.8,7.747,1.5494,88.23833,0.031113656558533147
3.6,20729.9,0.8,7.747,1.5494,88.23833,0.031113656558533147
3.7,20688.8,0.8,7.747,1.5494,88.23833,0.031113656558533147
3.8,20654.0,0.8,7.757,1.5504,88.29528,0.031133737658674193
3.9,20620.7,0.8,7.757,1.5504,88.29528,0.031133737658674193
4.0,20585.4,0.8,7.757,1.5504,88.29528,0.031133737658674193
4.1,20554.4,0.8,7.757,1.5504,88.29528,0.031133737658674193
4.2,20525.3,0.8,7.757,1.5504,88.29528,0.031133737658674193
4.3,20494.3,0.8,7.753,1.5506,88.30667,0.0311377538787024
4.4,20469.0,0.8,7.753,1.5506,88.30667,0.0311377538787024
4.5,20443.3,0.8,7.753,1.5506,88.30667,0.0311377538787024
4.6,20414.2,0.8,7.753,1.5506,88.30667,0.0311377538787024
4.7,20391.3,0.8,7.753,1.5506,88.30667,0.0311377538787024
4.8,20368.4,0.8,7.752,1.5506,88.30667,0.0311377538787024
4.9,20344.6,0.8,7.752,1.5506,88.30667,0.0311377538787024
5.0,20323.1,0.8,7.752,1.5506,88.30667,0.0311377538787024
5.1,20304.5,0.8,7.752,1.5506,88.30667,0.0311377538787024
5.2,20280.7,0.8,7.752,1.5506,88.30667,0.0311377538787024
5.3,20262.1,0.8,7.756,1.5506,88.30667,0.0311377538787024
5.4,20244.4,0.8,7.756,1.5506,88.30667,0.0311377538787024
5.5,20223.0,0.8,7.756,1.5506,88.30667,0.0311377538787024
5.6,20206.3,0.8,7.756,1.5506,88.30667,0.0311377538787024
5.7,20190.1,0.8,7.756,1.5506,88.30667,0.0311377538787024
5.8,20172.4,0.8,7.756,1.5512,88.34084,0.031149802538787026
5.9,20154.3,0.8,7.756,1.5512,88.34084,0.031149802538787026
6.0,20140.0,0.8,7.756,1.5512,88.34084,0.031149802538787026
6.1,20123.3,0.8,7.756,1.5512,88.34084,0.031149802538787026
6.2,20108.1,0.8,7.756,1.5512,88.34084,0.031149802538787026
6.3,20096.1,0.8,7.756,1.5512,88.34084,0.031149802538787026
6.4,20085.7,0.8,7.756,1.5512,88.34084,0.031149802538787026
6.5,20070.9,0.8,7.756,1.5512,88.34084,0.031149802538787026
6.6,20057.0,0.8,7.756,1.5512,88.34084,0.031149802538787026
6.7,20045.1,0.8,7.756,1.5512,88.34084,0.031149802538787026
6.8,20032.7,0.8,7.757,1.5512,88.34084,0.031149802538787026
6.9,20021.8,0.8,7.757,1.5512,88.34084,0.031149802538787026
7.0,20009.4,0.8,7.757,1.5512,88.34084,0.031149802538787026
7.1,19997.4,0.8,7.757,1.5512,88.34084,0.031149802538787026
7.2,19986.0,0.8,7.757,1.5512,88.34084,0.031149802538787026
7.3,19976.5,0.8,7.753,1.5512,88.34084,0.031149802538787026
7.4,19966.4,0.8,7.753,1.5512,88.34084,0.031149802538787026
7.5,19957.4,0.8,7.753,1.5512,88.34084,0.031149802538787026
7.6,19949.3,0.8,7.753,1.5512,88.34084,0.031149802538787026
7.7,19940.7,0.8,7.753,1.5512,88.34084,0.031149802538787026
7.8,19931.2,0.8,7.759,1.5514,88.35222999999999,0.03115381875881523
7.9,19921.6,0.8,7.759,1.5514,88.35222999999999,0.03115381875881523
8.0,19911.1,0.8,7.759,1.5514,88.35222999999999,0.03115381875881523
8.1,19904.5,0.8,7.759,1.5514,88.35222999999999,0.03115381875881523
8.2,19894.0,0.8,7.759,1.5514,88.35222999999999,0.03115381875881523
8.3,19885.9,0.8,7.753,1.5514,88.35222999999999,0.03115381875881523
8.4,19881.6,0.8,7.753,1.5514,88.35222999999999,0.03115381875881523
8.5,19873.5,0.8,7.753,1.5514,88.35222999999999,0.03115381875881523
8.6,19867.3,0.8,7.753,1.5514,88.35222999999999,0.03115381875881523
8.7,19859.2,0.8,7.753,1.5514,88.35222999999999,0.03115381875881523
8.8,19850.6,0.8,7.767,1.5518,88.37501,0.031161851198871653
8.9,19845.8,0.8,7.767,1.5518,88.37501,0.031161851198871653
9.0,19840.1,0.8,7.767,1.5518,88.37501,0.031161851198871653
9.1,19833.9,0.8,7.767,1.5518,88.37501,0.031161851198871653
9.2,19829.1,0.8,7.767,1.5518,88.37501,0.031161851198871653
9.3,19825.3,0.8,7.767,1.5526,88.42057,0.03117791607898449
9.4,19819.6,0.8,7.767,1.5526,88.42057,0.03117791607898449
9.5,19811.5,0.8,7.767,1.5526,88.42057,0.03117791607898449
9.6,19809.6,0.8,7.767,1.5526,88.42057,0.03117791607898449
9.7,19806.2,0.8,7.767,1.5526,88.42057,0.03117791607898449
9.8,19798.6,0.8,7.767,1.5526,88.42057,0.03117791607898449
9.9,19796.7,0.8,7.767,1.5526,88.42057,0.03117791607898449
10.0,19796.7,0.8,7.767,1.5526,88.42057,0.03117791607898449
10.1,19790.5,0.8,7.767,1.5526,88.42057,0.03117791607898449
10.2,19784.8,0.8,7.767,1.5526,88.42057,0.03117791607898449
10.3,19778.1,0.8,7.767,1.5532,88.45474,0.031189964739069116
10.4,19777.1,0.8,7.767,1.5532,88.45474,0.031189964739069116
10.5,19774.3,0.8,7.767,1.5532,88.45474,0.031189964739069116
10.6,19769.0,0.8,7.767,1.5532,88.45474,0.031189964739069116
10.7,19766.6,0.8,7.767,1.5532,88.45474,0.031189964739069116
10.8,19765.2,0.8,7.766,1.5532,88.45474,0.031189964739069116
10.9,19760.9,0.8,7.766,1.5532,88.45474,0.031189964739069116
11.0,19757.6,0.8,7.766,1.5532,88.45474,0.031189964739069116
11.1,19756.6,0.8,7.766,1.5532,88.45474,0.031189964739069116
11.2,19751.4,0.8,7.766,1.5532,88.45474,0.031189964739069116
11.3,19751.4,0.8,7.756,1.5534,88.46612999999999,0.03119398095909732
11.4,19747.6,0.8,7.756,1.5534,88.46612999999999,0.03119398095909732
11.5,19746.6,0.8,7.756,1.5534,88.46612999999999,0.03119398095909732
11.6,19746.1,0.8,7.756,1.5534,88.46612999999999,0.03119398095909732
11.7,19743.8,0.8,7.756,1.5534,88.46612999999999,0.03119398095909732
