Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0000"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0001","0.0000"
"","0.0600","0.0004","0.0000"
"","0.0800","0.0009","0.0000"
"","0.1000","0.0024","0.0000"
"","0.1200","0.0054","0.0000"
"","0.1400","0.0094","0.0000"
"","0.1600","0.0135","0.0000"
"","0.1800","0.0174","0.0000"
"","0.2000","0.0214","0.0000"
"","0.2200","0.0258","0.0000"
"","0.2400","0.0304","0.0000"
"","0.2600","0.0349","0.0000"
"","0.2800","0.0394","0.0000"
"","0.3000","0.0440","0.0000"
"","0.3200","0.0484","0.0000"
"","0.3400","0.0522","0.0000"
"","0.3600","0.0554","0.0000"
"","0.3800","0.0585","0.0000"
"","0.4000","0.0620","0.0000"
"","0.4200","0.0659","0.0000"
"","0.4400","0.0702","0.0000"
"","0.4600","0.0749","0.0000"
"","0.4800","0.0802","0.0000"
"","0.5000","0.0855","0.0000"
"","0.5200","0.0904","0.0000"
"","0.5400","0.0948","0.0000"
"","0.5600","0.0986","0.0000"
"","0.5800","0.1018","0.0000"
"","0.6000","0.1044","0.0000"
"","0.6200","0.1068","0.0000"
"","0.6400","0.1092","0.0000"
"","0.6600","0.1119","0.0000"
"","0.6800","0.1150","0.0000"
"","0.7000","0.1185","0.0000"
"","0.7200","0.1226","0.0000"
"","0.7400","0.1275","0.0000"
"","0.7600","0.1336","0.0000"
"","0.7800","0.1402","0.0000"
"","0.8000","0.1467","0.0000"
"","0.8200","0.1527","0.0000"
"","0.8400","0.1575","0.0000"
"","0.8600","0.1610","0.0000"
"","0.8800","0.1640","0.0000"
"","0.9000","0.1668","0.0000"
"","0.9200","0.1697","0.0000"
"","0.9400","0.1726","0.0000"
"","0.9600","0.1757","0.0000"
"","0.9800","0.1791","0.0000"
"","1.0000","0.1827","0.0000"
"","1.0200","0.1862","0.0000"
"","1.0400","0.1896","0.0000"
"","1.0600","0.1931","0.0000"
"","1.0800","0.1972","0.0000"
"","1.1000","0.2019","0.0000"
"","1.1200","0.2064","0.0000"
"","1.1400","0.2100","0.0000"
"","1.1600","0.2131","0.0000"
"","1.1800","0.2162","0.0000"
"","1.2000","0.2197","0.0000"
"","1.2200","0.2233","0.0000"
"","1.2400","0.2271","0.0000"
"","1.2600","0.2313","0.0000"
"","1.2800","0.2360","0.0000"
"","1.3000","0.2404","0.0000"
"","1.3200","0.2444","0.0000"
"","1.3400","0.2483","0.0000"
"","1.3600","0.2524","0.0000"
"","1.3800","0.2565","0.0000"
"","1.4000","0.2602","0.0000"
"","1.4200","0.2633","0.0000"
"","1.4400","0.2665","0.0000"
"","1.4600","0.2699","0.0000"
"","1.4800","0.2734","0.0000"
"","1.5000","0.2770","0.0000"
"","1.5200","0.2810","0.0000"
"","1.5400","0.2856","0.0000"
"","1.5600","0.2907","0.0000"
"","1.5800","0.2958","0.0000"
"","1.6000","0.3007","0.0000"
"","1.6200","0.3054","0.0000"
"","1.6400","0.3096","0.0000"
"","1.6600","0.3132","0.0000"
"","1.6800","0.3162","0.0000"
"","1.7000","0.3193","0.0000"
"","1.7200","0.3227","0.0000"
"","1.7400","0.3263","0.0001"
"","1.7600","0.3302","0.0001"
"","1.7800","0.3347","0.0000"
"","1.8000","0.3395","0.0000"
"","1.8200","0.3446","0.0000"
"","1.8400","0.3494","0.0000"
"","1.8600","0.3542","0.0000"
"","1.8800","0.3591","0.0000"
"","1.9000","0.3635","0.0000"
"","1.9200","0.3669","0.0001"
"","1.9400","0.3699","0.0001"
"","1.9600","0.3731","0.0001"
"","1.9800","0.3765","0.0000"
"","2.0000","0.3798","0.0001"
"","2.0200","0.3833","0.0001"
"","2.0400","0.3871","0.0001"
"","2.0600","0.3911","0.0001"
"","2.0800","0.3951","0.0001"
"","2.1000","0.3993","0.0001"
"","2.1200","0.4037","0.0001"
"","2.1400","0.4083","0.0001"
"","2.1600","0.4125","0.0001"
"","2.1800","0.4158","0.0001"
