Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0000"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0001","0.0000"
"","0.0600","0.0004","0.0000"
"","0.0800","0.0010","0.0000"
"","0.1000","0.0026","0.0000"
"","0.1200","0.0057","0.0000"
"","0.1400","0.0097","0.0000"
"","0.1600","0.0139","0.0000"
"","0.1800","0.0183","0.0000"
"","0.2000","0.0227","0.0000"
"","0.2200","0.0273","0.0000"
"","0.2400","0.0324","0.0000"
"","0.2600","0.0377","0.0000"
"","0.2800","0.0427","0.0000"
"","0.3000","0.0475","0.0000"
"","0.3200","0.0525","0.0000"
"","0.3400","0.0578","0.0000"
"","0.3600","0.0634","0.0000"
"","0.3800","0.0690","0.0001"
"","0.4000","0.0740","0.0001"
"","0.4200","0.0782","0.0000"
"","0.4400","0.0819","0.0001"
"","0.4600","0.0855","0.0001"
"","0.4800","0.0888","0.0001"
"","0.5000","0.0915","0.0001"
"","0.5200","0.0939","0.0001"
"","0.5400","0.0963","0.0001"
"","0.5600","0.0991","0.0001"
"","0.5800","0.1023","0.0001"
"","0.6000","0.1057","0.0001"
"","0.6200","0.1093","0.0001"
"","0.6400","0.1130","0.0001"
"","0.6600","0.1169","0.0001"
"","0.6800","0.1207","0.0001"
"","0.7000","0.1243","0.0001"
"","0.7200","0.1277","0.0001"
"","0.7400","0.1312","0.0001"
"","0.7600","0.1348","0.0001"
"","0.7800","0.1386","0.0001"
"","0.8000","0.1420","0.0001"
"","0.8200","0.1451","0.0001"
"","0.8400","0.1481","0.0001"
"","0.8600","0.1515","0.0001"
"","0.8800","0.1553","0.0001"
"","0.9000","0.1594","0.0001"
"","0.9200","0.1638","0.0001"
"","0.9400","0.1685","0.0001"
"","0.9600","0.1732","0.0001"
"","0.9800","0.1777","0.0001"
"","1.0000","0.1823","0.0001"
"","1.0200","0.1873","0.0001"
"","1.0400","0.1921","0.0001"
"","1.0600","0.1960","0.0001"
"","1.0800","0.1993","0.0001"
"","1.1000","0.2025","0.0001"
"","1.1200","0.2059","0.0001"
"","1.1400","0.2094","0.0001"
"","1.1600","0.2131","0.0001"
"","1.1800","0.2171","0.0002"
"","1.2000","0.2215","0.0002"
"","1.2200","0.2262","0.0002"
"","1.2400","0.2308","0.0002"
"","1.2600","0.2352","0.0002"
"","1.2800","0.2392","0.0002"
"","1.3000","0.2431","0.0002"
"","1.3200","0.2466","0.0002"
"","1.3400","0.2498","0.0002"
"","1.3600","0.2528","0.0002"
"","1.3800","0.2561","0.0002"
"","1.4000","0.2596","0.0002"
"","1.4200","0.2635","0.0002"
"","1.4400","0.2678","0.0002"
"","1.4600","0.2725","0.0002"
"","1.4800","0.2774","0.0002"
"","1.5000","0.2819","0.0002"
"","1.5200","0.2862","0.0002"
"","1.5400","0.2905","0.0002"
"","1.5600","0.2948","0.0003"
"","1.5800","0.2988","0.0002"
"","1.6000","0.3021","0.0003"
"","1.6200","0.3052","0.0003"
"","1.6400","0.3086","0.0003"
"","1.6600","0.3122","0.0003"
"","1.6800","0.3160","0.0003"
"","1.7000","0.3201","0.0003"
"","1.7200","0.3245","0.0003"
"","1.7400","0.3291","0.0003"
"","1.7600","0.3337","0.0003"
"","1.7800","0.3381","0.0003"
"","1.8000","0.3427","0.0003"
"","1.8200","0.3476","0.0003"
"","1.8400","0.3520","0.0004"
"","1.8600","0.3556","0.0004"
"","1.8800","0.3590","0.0004"
"","1.9000","0.3626","0.0004"
"","1.9200","0.3665","0.0004"
"","1.9400","0.3707","0.0004"
"","1.9600","0.3753","0.0004"
"","1.9800","0.3803","0.0004"
"","2.0000","0.3851","0.0004"
"","2.0200","0.3896","0.0004"
"","2.0400","0.3939","0.0004"
"","2.0600","0.3983","0.0005"
"","2.0800","0.4026","0.0005"
"","2.1000","0.4062","0.0005"
"","2.1200","0.4095","0.0005"
"","2.1400","0.4130","0.0005"
"","2.1600","0.4168","0.0005"
"","2.1800","0.4206","0.0005"
