Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0000"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0002","0.0000"
"","0.0600","0.0006","0.0000"
"","0.0800","0.0017","0.0000"
"","0.1000","0.0044","0.0000"
"","0.1200","0.0080","0.0000"
"","0.1400","0.0118","0.0000"
"","0.1600","0.0156","0.0000"
"","0.1800","0.0194","0.0000"
"","0.2000","0.0230","0.0000"
"","0.2200","0.0265","0.0000"
"","0.2400","0.0305","0.0000"
"","0.2600","0.0348","0.0000"
"","0.2800","0.0393","0.0000"
"","0.3000","0.0430","0.0000"
"","0.3200","0.0462","0.0000"
"","0.3400","0.0496","0.0000"
"","0.3600","0.0533","0.0000"
"","0.3800","0.0571","0.0000"
"","0.4000","0.0611","0.0000"
"","0.4200","0.0657","0.0000"
"","0.4400","0.0708","0.0000"
"","0.4600","0.0761","0.0000"
"","0.4800","0.0811","0.0000"
"","0.5000","0.0859","0.0000"
"","0.5200","0.0904","0.0000"
"","0.5400","0.0944","0.0000"
"","0.5600","0.0979","0.0000"
"","0.5800","0.1014","0.0000"
"","0.6000","0.1052","0.0000"
"","0.6200","0.1090","0.0000"
"","0.6400","0.1127","0.0000"
"","0.6600","0.1166","0.0000"
"","0.6800","0.1207","0.0000"
"","0.7000","0.1247","0.0000"
"","0.7200","0.1282","0.0000"
"","0.7400","0.1317","0.0000"
"","0.7600","0.1354","0.0000"
"","0.7800","0.1394","0.0000"
"","0.8000","0.1432","0.0000"
"","0.8200","0.1464","0.0000"
"","0.8400","0.1493","0.0000"
"","0.8600","0.1524","0.0000"
"","0.8800","0.1559","0.0000"
"","0.9000","0.1598","0.0000"
"","0.9200","0.1638","0.0000"
"","0.9400","0.1682","0.0000"
"","0.9600","0.1729","0.0000"
"","0.9800","0.1775","0.0000"
"","1.0000","0.1818","0.0000"
"","1.0200","0.1859","0.0000"
"","1.0400","0.1899","0.0000"
"","1.0600","0.1935","0.0000"
"","1.0800","0.1966","0.0000"
"","1.1000","0.1992","0.0000"
"","1.1200","0.2017","0.0000"
"","1.1400","0.2044","0.0000"
"","1.1600","0.2075","0.0000"
"","1.1800","0.2108","0.0000"
"","1.2000","0.2143","0.0000"
"","1.2200","0.2180","0.0000"
"","1.2400","0.2221","0.0001"
"","1.2600","0.2269","0.0001"
"","1.2800","0.2324","0.0000"
"","1.3000","0.2386","0.0001"
"","1.3200","0.2450","0.0001"
"","1.3400","0.2500","0.0001"
"","1.3600","0.2534","0.0000"
"","1.3800","0.2562","0.0000"
"","1.4000","0.2590","0.0001"
"","1.4200","0.2620","0.0001"
"","1.4400","0.2652","0.0001"
"","1.4600","0.2688","0.0001"
"","1.4800","0.2732","0.0001"
"","1.5000","0.2784","0.0001"
"","1.5200","0.2844","0.0001"
"","1.5400","0.2909","0.0001"
"","1.5600","0.2976","0.0001"
"","1.5800","0.3031","0.0001"
"","1.6000","0.3073","0.0001"
"","1.6200","0.3111","0.0001"
"","1.6400","0.3152","0.0001"
"","1.6600","0.3197","0.0001"
"","1.6800","0.3248","0.0001"
"","1.7000","0.3305","0.0001"
"","1.7200","0.3359","0.0001"
"","1.7400","0.3407","0.0001"
"","1.7600","0.3449","0.0001"
"","1.7800","0.3487","0.0001"
"","1.8000","0.3521","0.0001"
"","1.8200","0.3549","0.0001"
"","1.8400","0.3574","0.0001"
"","1.8600","0.3600","0.0001"
"","1.8800","0.3630","0.0001"
"","1.9000","0.3664","0.0001"
"","1.9200","0.3702","0.0001"
"","1.9400","0.3742","0.0001"
"","1.9600","0.3787","0.0001"
"","1.9800","0.3833","0.0001"
"","2.0000","0.3875","0.0001"
"","2.0200","0.3914","0.0001"
"","2.0400","0.3951","0.0001"
"","2.0600","0.3990","0.0001"
"","2.0800","0.4027","0.0001"
"","2.1000","0.4061","0.0001"
"","2.1200","0.4091","0.0001"
"","2.1400","0.4122","0.0001"
"","2.1600","0.4155","0.0001"
"","2.1800","0.4191","0.0001"
