Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0000"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0001","0.0000"
"","0.0600","0.0004","0.0000"
"","0.0800","0.0009","0.0000"
"","0.1000","0.0024","0.0000"
"","0.1200","0.0053","0.0000"
"","0.1400","0.0092","0.0000"
"","0.1600","0.0134","0.0001"
"","0.1800","0.0174","0.0001"
"","0.2000","0.0215","0.0001"
"","0.2200","0.0258","0.0001"
"","0.2400","0.0308","0.0001"
"","0.2600","0.0360","0.0001"
"","0.2800","0.0408","0.0001"
"","0.3000","0.0458","0.0002"
"","0.3200","0.0516","0.0002"
"","0.3400","0.0589","0.0002"
"","0.3600","0.0675","0.0002"
"","0.3800","0.0762","0.0002"
"","0.4000","0.0834","0.0003"
"","0.4200","0.0880","0.0003"
"","0.4400","0.0905","0.0003"
"","0.4600","0.0918","0.0003"
"","0.4800","0.0929","0.0003"
"","0.5000","0.0942","0.0003"
"","0.5200","0.0960","0.0003"
"","0.5400","0.0982","0.0003"
"","0.5600","0.1006","0.0003"
"","0.5800","0.1033","0.0003"
"","0.6000","0.1062","0.0003"
"","0.6200","0.1093","0.0003"
"","0.6400","0.1126","0.0003"
"","0.6600","0.1160","0.0003"
"","0.6800","0.1192","0.0003"
"","0.7000","0.1225","0.0003"
"","0.7200","0.1259","0.0004"
"","0.7400","0.1297","0.0004"
"","0.7600","0.1339","0.0004"
"","0.7800","0.1380","0.0004"
"","0.8000","0.1418","0.0004"
"","0.8200","0.1452","0.0004"
"","0.8400","0.1486","0.0004"
"","0.8600","0.1522","0.0004"
"","0.8800","0.1560","0.0004"
"","0.9000","0.1601","0.0004"
"","0.9200","0.1646","0.0005"
"","0.9400","0.1695","0.0005"
"","0.9600","0.1742","0.0005"
"","0.9800","0.1786","0.0005"
"","1.0000","0.1831","0.0005"
"","1.0200","0.1877","0.0005"
"","1.0400","0.1918","0.0005"
"","1.0600","0.1952","0.0005"
"","1.0800","0.1982","0.0005"
"","1.1000","0.2014","0.0005"
"","1.1200","0.2049","0.0005"
"","1.1400","0.2086","0.0005"
"","1.1600","0.2124","0.0006"
"","1.1800","0.2163","0.0006"
"","1.2000","0.2202","0.0006"
"","1.2200","0.2243","0.0006"
"","1.2400","0.2284","0.0006"
"","1.2600","0.2326","0.0006"
"","1.2800","0.2369","0.0006"
"","1.3000","0.2414","0.0006"
"","1.3200","0.2456","0.0006"
"","1.3400","0.2492","0.0006"
"","1.3600","0.2527","0.0006"
"","1.3800","0.2563","0.0006"
"","1.4000","0.2600","0.0006"
"","1.4200","0.2640","0.0006"
"","1.4400","0.2685","0.0006"
"","1.4600","0.2732","0.0006"
"","1.4800","0.2778","0.0006"
"","1.5000","0.2822","0.0007"
"","1.5200","0.2866","0.0007"
"","1.5400","0.2909","0.0007"
"","1.5600","0.2949","0.0007"
"","1.5800","0.2982","0.0007"
"","1.6000","0.3011","0.0007"
"","1.6200","0.3042","0.0007"
"","1.6400","0.3077","0.0007"
"","1.6600","0.3115","0.0007"
"","1.6800","0.3156","0.0007"
"","1.7000","0.3198","0.0007"
"","1.7200","0.3243","0.0007"
"","1.7400","0.3290","0.0007"
"","1.7600","0.3337","0.0008"
"","1.7800","0.3386","0.0008"
"","1.8000","0.3435","0.0008"
"","1.8200","0.3481","0.0008"
"","1.8400","0.3519","0.0008"
"","1.8600","0.3552","0.0008"
"","1.8800","0.3586","0.0008"
"","1.9000","0.3621","0.0008"
"","1.9200","0.3658","0.0008"
"","1.9400","0.3700","0.0008"
"","1.9600","0.3748","0.0008"
"","1.9800","0.3801","0.0008"
"","2.0000","0.3855","0.0008"
"","2.0200","0.3909","0.0008"
"","2.0400","0.3960","0.0008"
"","2.0600","0.4003","0.0009"
"","2.0800","0.4035","0.0008"
"","2.1000","0.4062","0.0008"
"","2.1200","0.4089","0.0008"
"","2.1400","0.4118","0.0008"
"","2.1600","0.4148","0.0008"
"","2.1800","0.4179","0.0008"
