Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0000"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0001","0.0000"
"","0.0600","0.0004","0.0000"
"","0.0800","0.0007","0.0000"
"","0.1000","0.0014","0.0000"
"","0.1200","0.0025","0.0000"
"","0.1400","0.0045","0.0000"
"","0.1600","0.0080","0.0001"
"","0.1800","0.0122","0.0001"
"","0.2000","0.0158","0.0001"
"","0.2200","0.0188","0.0001"
"","0.2400","0.0219","0.0002"
"","0.2600","0.0249","0.0002"
"","0.2800","0.0281","0.0002"
"","0.3000","0.0315","0.0002"
"","0.3200","0.0355","0.0002"
"","0.3400","0.0400","0.0003"
"","0.3600","0.0446","0.0003"
"","0.3800","0.0490","0.0003"
"","0.4000","0.0534","0.0003"
"","0.4200","0.0580","0.0004"
"","0.4400","0.0625","0.0004"
"","0.4600","0.0664","0.0004"
"","0.4800","0.0698","0.0004"
"","0.5000","0.0733","0.0005"
"","0.5200","0.0772","0.0005"
"","0.5400","0.0812","0.0005"
"","0.5600","0.0858","0.0005"
"","0.5800","0.0910","0.0005"
"","0.6000","0.0964","0.0006"
"","0.6200","0.1013","0.0006"
"","0.6400","0.1057","0.0006"
"","0.6600","0.1100","0.0006"
"","0.6800","0.1142","0.0006"
"","0.7000","0.1179","0.0006"
"","0.7200","0.1212","0.0007"
"","0.7400","0.1245","0.0007"
"","0.7600","0.1280","0.0007"
"","0.7800","0.1315","0.0007"
"","0.8000","0.1349","0.0007"
"","0.8200","0.1387","0.0007"
"","0.8400","0.1429","0.0008"
"","0.8600","0.1473","0.0008"
"","0.8800","0.1514","0.0008"
"","0.9000","0.1553","0.0008"
"","0.9200","0.1592","0.0008"
"","0.9400","0.1632","0.0008"
"","0.9600","0.1670","0.0008"
"","0.9800","0.1703","0.0009"
"","1.0000","0.1733","0.0009"
"","1.0200","0.1763","0.0009"
"","1.0400","0.1798","0.0009"
"","1.0600","0.1834","0.0009"
"","1.0800","0.1873","0.0009"
"","1.1000","0.1917","0.0009"
"","1.1200","0.1965","0.0009"
"","1.1400","0.2011","0.0010"
"","1.1600","0.2052","0.0010"
"","1.1800","0.2091","0.0010"
"","1.2000","0.2130","0.0010"
"","1.2200","0.2168","0.0010"
"","1.2400","0.2201","0.0010"
"","1.2600","0.2229","0.0010"
"","1.2800","0.2256","0.0010"
"","1.3000","0.2285","0.0010"
"","1.3200","0.2316","0.0010"
"","1.3400","0.2348","0.0010"
"","1.3600","0.2380","0.0010"
"","1.3800","0.2413","0.0010"
"","1.4000","0.2447","0.0010"
"","1.4200","0.2484","0.0010"
"","1.4400","0.2520","0.0010"
"","1.4600","0.2556","0.0010"
"","1.4800","0.2591","0.0011"
"","1.5000","0.2627","0.0011"
"","1.5200","0.2665","0.0011"
"","1.5400","0.2703","0.0011"
"","1.5600","0.2740","0.0011"
"","1.5800","0.2777","0.0011"
"","1.6000","0.2821","0.0011"
"","1.6200","0.2874","0.0011"
"","1.6400","0.2937","0.0012"
"","1.6600","0.3008","0.0012"
"","1.6800","0.3086","0.0012"
"","1.7000","0.3170","0.0013"
"","1.7200","0.3261","0.0013"
"","1.7400","0.3355","0.0013"
"","1.7600","0.3446","0.0013"
"","1.7800","0.3524","0.0013"
"","1.8000","0.3577","0.0013"
"","1.8200","0.3608","0.0013"
"","1.8400","0.3627","0.0013"
"","1.8600","0.3642","0.0013"
"","1.8800","0.3660","0.0013"
"","1.9000","0.3680","0.0013"
"","1.9200","0.3703","0.0013"
"","1.9400","0.3728","0.0012"
"","1.9600","0.3754","0.0012"
"","1.9800","0.3777","0.0012"
"","2.0000","0.3800","0.0012"
"","2.0200","0.3824","0.0012"
"","2.0400","0.3851","0.0012"
"","2.0600","0.3881","0.0012"
"","2.0800","0.3914","0.0012"
"","2.1000","0.3950","0.0012"
"","2.1200","0.3989","0.0012"
"","2.1400","0.4031","0.0013"
"","2.1600","0.4075","0.0013"
"","2.1800","0.4120","0.0013"
