condition,trial_file,slip,cycle,energy_mJ
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,7,0.6898849999999754
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,8,0.6642949999999814
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,9,0.6447399999999845
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,10,0.6139700000000232
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,11,0.6125100000000145
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,12,0.6032050000000027
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,13,0.6030299999999897
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,14,0.5995050000000219
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,15,0.5991450000000214
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,16,0.5930099999999925
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,17,0.594459999999998
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,18,0.5811950000000081
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,19,0.5711699999999951
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,20,0.5712750000000142
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,21,0.5779899999999714
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,22,0.5800699999999779
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,23,0.5793500000000336
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,24,0.5690799999999854
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,25,0.5644150000000252
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,26,0.5599349999999959
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,27,0.5600600000000213
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,28,0.5631500000000074
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,29,0.5617399999999861
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,30,0.5586449999999559
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,31,0.5584900000000061
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,32,0.5555850000000078
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,33,0.5535899999999856
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,34,0.5559700000000021
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,35,0.5566450000000032
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,36,0.5517399999999952
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,37,0.5536199999999667
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,38,0.546594999999968
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,39,0.5479600000000175
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,40,0.5463100000000338
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,41,0.5429400000000157
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,42,0.5448300000000188
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,43,0.5415699999999788
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,44,0.544479999999993
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,45,0.5419599999999889
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,46,0.5387749999999869
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,47,0.545880000000011
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,48,0.5480650000000082
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,49,0.5421200000000113
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,50,0.5427049999999838
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,51,0.5403799999999706
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,52,0.5417299999999727
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,53,0.529404999999997
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,54,0.535349999999994
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,55,0.5310199999999838
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,56,0.5305649999999957
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,57,0.5316000000000258
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,58,0.5304499999999734
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,59,0.5318250000000262
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,60,0.5294399999999655
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,61,0.5297249999999849
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,62,0.5332149999999842
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,63,0.5264799999999923
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,64,0.5279600000000073
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,65,0.529500000000013
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,66,0.5234550000000127
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,67,0.5205950000000144
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,68,0.5264750000000049
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,69,0.5194300000000567
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,70,0.514080000000007
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,71,0.5143949999999791
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,72,0.511650000000003
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,73,0.5088749999999891
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,74,0.5105400000000202
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,75,0.501704999999987
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,76,0.5058750000000032
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,77,0.5098600000000033
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,78,0.5018650000000093
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,79,0.5026249999999948
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,80,0.5068200000000047
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,81,0.5051149999999893
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,82,0.5039399999999716
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,83,0.49962999999999624
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,84,0.5068100000000015
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,85,0.5054300000000183
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,86,0.5031000000000176
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,87,0.5072550000000433
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,88,0.5081500000000005
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,89,0.5029200000000174
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,90,0.49895999999998253
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,91,0.5036499999999648
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,92,0.4981949999999813
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,93,0.49349999999995475
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,94,0.4967749999999569
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,95,0.4940950000000157
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,96,0.49970000000001846
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,97,0.4936350000000118
10% formalin / glycerin,10%formalin-withglyc_11.55x6.26-12.20x3.25_20260304_160238.is_tcyclic.csv,,98,0.49764500000000567
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,1,0.9543099999999924
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,2,0.8658750000000168
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,3,0.8177550000000053
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,4,0.7692600000000311
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,5,0.7564899999999852
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,6,0.7256900000000144
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,7,0.7048450000000059
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,8,0.6972249999999747
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,9,0.6855899999999906
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,10,0.6784749999999917
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,11,0.668075000000016
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,12,0.6548049999999535
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,13,0.654484999999994
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,14,0.6478749999999991
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,15,0.645385000000033
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,16,0.6429799999999943
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,17,0.6331150000000036
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,18,0.6191900000000032
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,19,0.6280650000000492
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,20,0.6251449999999465
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,21,0.6075900000000161
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,22,0.605464999999981
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,23,0.5999349999999879
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,24,0.5962700000000041
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,25,0.5811199999999985
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,26,0.5884499999999946
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,27,0.5816149999999709
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,28,0.5726449999999943
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,29,0.5671350000000075
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,30,0.5675950000000114
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,31,0.5635500000000206
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,32,0.5655199999999923
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,33,0.554869999999994
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,34,0.5582800000000248
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,35,0.558195000000012
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,36,0.5549500000000194
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,37,0.5450749999999971
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,38,0.5415950000000294
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,39,0.5440099999999859
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,40,0.5431049999999971
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,41,0.5453150000000164
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,42,0.5458349999999825
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,43,0.543120000000016
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,44,0.5384199999999737
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,45,0.5434250000000134
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,46,0.5358600000000138
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,47,0.5362149999999701
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,48,0.5421699999999987
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,49,0.5383249999999862
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,50,0.53676999999999
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,51,0.5302549999999826
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,52,0.5302850000000205
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,53,0.5275000000000034
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,54,0.5373349999999846
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,55,0.5306750000000306
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,56,0.5274599999999907
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,57,0.5309500000000185
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,58,0.5363649999999893
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,59,0.530179999999973
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,60,0.5296649999999943
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,61,0.5301100000000076
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,62,0.5352749999999844
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,63,0.5282900000000268
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,64,0.533725000000004
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,65,0.5282199999999762
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,66,0.524675000000002
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,67,0.5246449999999925
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,68,0.5239050000000134
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,69,0.5199400000000196
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,70,0.5269700000000057
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,71,0.5208700000000022
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,72,0.5210850000000562
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,73,0.5246400000000051
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,74,0.5131600000000276
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,75,0.5123949999999979
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,76,0.510530000000017
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,77,0.5156499999999937
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,78,0.513575000000003
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,79,0.5141650000000197
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,80,0.5170650000000023
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,81,0.5032199999999989
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,82,0.5075150000000122
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,83,0.498864999999995
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,84,0.49665499999997564
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,85,0.500364999999988
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,86,0.5015500000000088
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,87,0.4984050000000195
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,88,0.502065000000016
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,89,0.49948499999999285
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,90,0.5051299999999799
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,91,0.5071949999999958
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,92,0.5027799999999729
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,93,0.4999699999999905
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,94,0.49884999999997603
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,95,0.4959949999999935
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,96,0.4982650000000035
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,97,0.4967049999999915
10% formalin / glycerin,10%formalin-withglycerin_9.14x4.85-7.22x2.45_20260304_161219.is_tcyclic.csv,,98,0.49566499999997404
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,1,1.0344750000000005
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,2,0.9685000000000059
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,3,0.8930000000000007
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,4,0.855329999999995
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,5,0.8237000000000023
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,6,0.7889399999999682
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,7,0.75583000000006
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,8,0.7406599999999912
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,9,0.723134999999985
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,10,0.7104150000000118
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,11,0.6930949999999712
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,12,0.6753999999999962
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,13,0.6628900000000328
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,14,0.6603699999999719
10% formalin / glycerin,10%formalin_withglycerin_13.28x5.3-9x2.820260304_162515.is_tcyclic.csv,,15,0.6552800000000047
