frame,t_s,x_px,y_px,score,disp_mm,dx_mm,dy_mm
47,1.88,1843.130,607.741,0.9995,0.0521,-0.0501,0.0140
48,1.92,1843.111,607.602,0.9997,0.0517,-0.0505,0.0112
49,1.96,1843.526,607.435,0.9985,0.0428,-0.0421,0.0078
50,2.0,1844.932,607.755,0.9995,0.0196,-0.0134,0.0143
51,2.04,1845.914,607.914,0.9989,0.0188,0.0067,0.0175
52,2.08,1846.632,607.335,0.9983,0.0221,0.0213,0.0057
53,2.12,1848.779,607.050,0.9988,0.0652,0.0652,-0.0001
54,2.16,1849.632,608.054,0.9985,0.0850,0.0826,0.0204
55,2.2,1849.238,608.060,0.9981,0.0773,0.0745,0.0205
56,2.24,1850.079,607.109,0.9991,0.0917,0.0917,0.0011
57,2.28,1850.673,607.743,0.9988,0.1047,0.1038,0.0140
58,2.32,1849.631,608.324,0.9990,0.0865,0.0825,0.0259
59,2.36,1848.861,607.234,0.9996,0.0669,0.0668,0.0037
60,2.4,1848.557,607.052,0.9984,0.0606,0.0606,-0.0001
61,2.44,1847.602,608.438,0.9987,0.0499,0.0411,0.0282
62,2.48,1846.858,607.862,0.9991,0.0307,0.0259,0.0165
63,2.52,1846.334,607.201,0.9983,0.0155,0.0152,0.0030
64,2.56,1845.835,608.117,0.9990,0.0222,0.0051,0.0217
65,2.6,1845.543,608.276,0.9985,0.0249,-0.0009,0.0249
66,2.64,1845.851,607.398,0.9996,0.0088,0.0054,0.0070
67,2.68,1846.506,607.589,0.9983,0.0217,0.0188,0.0109
68,2.72,1846.901,608.486,0.9997,0.0396,0.0268,0.0292
69,2.76,1847.597,607.547,0.9988,0.0422,0.0410,0.0100
70,2.8,1847.727,606.508,0.9990,0.0451,0.0437,-0.0112
71,2.84,1845.429,603.480,0.9948,0.0730,-0.0032,-0.0730
72,2.88,1840.920,594.870,0.9833,0.2663,-0.0952,-0.2487
73,2.92,1834.990,584.930,0.9686,0.5007,-0.2163,-0.4515
74,2.96,1825.350,575.822,0.9595,0.7595,-0.4130,-0.6374
75,3.0,1818.102,563.850,0.9368,1.0450,-0.5609,-0.8817
76,3.04,1809.876,556.472,0.9156,1.2636,-0.7288,-1.0323
77,3.08,1802.948,550.384,0.9117,1.4473,-0.8702,-1.1565
78,3.12,1793.085,538.690,0.9106,1.7592,-1.0715,-1.3952
79,3.16,1779.278,523.905,0.9173,2.1704,-1.3532,-1.6969
80,3.2,1766.202,508.275,0.9327,2.5862,-1.6201,-2.0159
81,3.24,1759.410,489.876,0.9410,2.9685,-1.7587,-2.3914
82,3.28,1750.162,475.336,0.9548,3.3194,-1.9475,-2.6881
83,3.32,1745.162,468.711,0.9494,3.4888,-2.0495,-2.8233
84,3.36,1740.464,462.959,0.9501,3.6401,-2.1454,-2.9407
85,3.4,1736.739,455.324,0.9501,3.8109,-2.2214,-3.0966
86,3.44,1734.243,452.670,0.9528,3.8846,-2.2723,-3.1507
87,3.48,1734.002,453.590,0.9594,3.8723,-2.2772,-3.1319
88,3.52,1735.165,454.400,0.9676,3.8450,-2.2535,-3.1154
89,3.56,1735.013,452.936,0.9735,3.8711,-2.2566,-3.1453
90,3.6,1733.246,452.229,0.9753,3.9039,-2.2927,-3.1597
91,3.64,1732.542,451.304,0.9789,3.9276,-2.3070,-3.1786
92,3.68,1732.635,451.265,0.9830,3.9271,-2.3051,-3.1794
93,3.72,1732.107,452.043,0.9849,3.9206,-2.3159,-3.1635
94,3.76,1731.078,451.527,0.9878,3.9415,-2.3369,-3.1740
95,3.8,1729.998,450.386,0.9896,3.9734,-2.3590,-3.1973
96,3.84,1730.224,450.260,0.9903,3.9727,-2.3543,-3.1999
97,3.88,1730.629,450.238,0.9930,3.9681,-2.3461,-3.2003
98,3.92,1730.165,451.413,0.9942,3.9545,-2.3555,-3.1764
99,3.96,1729.644,450.733,0.9928,3.9720,-2.3662,-3.1902
100,4.0,1730.199,450.098,0.9941,3.9757,-2.3549,-3.2032
101,4.04,1730.973,451.212,0.9966,3.9480,-2.3391,-3.1805
102,4.08,1730.843,451.647,0.9965,3.9424,-2.3417,-3.1716
103,4.12,1730.913,450.728,0.9969,3.9567,-2.3403,-3.1903
104,4.16,1731.219,450.746,0.9973,3.9527,-2.3340,-3.1900
105,4.2,1731.324,451.602,0.9976,3.9373,-2.3319,-3.1725
106,4.24,1731.623,451.412,0.9973,3.9368,-2.3258,-3.1764
107,4.28,1731.615,451.251,0.9976,3.9396,-2.3260,-3.1797
108,4.32,1731.850,451.775,0.9973,3.9281,-2.3212,-3.1690
109,4.36,1732.215,452.251,0.9971,3.9159,-2.3137,-3.1593
110,4.4,1732.666,452.439,0.9974,3.9074,-2.3045,-3.1554
111,4.44,1732.108,453.389,0.9980,3.8985,-2.3159,-3.1360
112,4.48,1732.316,453.990,0.9963,3.8861,-2.3116,-3.1238
113,4.52,1733.127,453.921,0.9965,3.8774,-2.2951,-3.1252
114,4.56,1733.673,454.775,0.9945,3.8568,-2.2840,-3.1078
115,4.6,1733.350,456.470,0.9955,3.8329,-2.2905,-3.0732
116,4.64,1733.963,456.809,0.9953,3.8199,-2.2780,-3.0662
117,4.68,1735.301,458.346,0.9922,3.7784,-2.2507,-3.0349
118,4.72,1736.937,461.435,0.9904,3.7079,-2.2173,-2.9718
119,4.76,1738.509,464.269,0.9891,3.6424,-2.1853,-2.9140
120,4.8,1741.081,467.349,0.9889,3.5606,-2.1328,-2.8511
121,4.84,1745.213,473.238,0.9816,3.4138,-2.0484,-2.7310
122,4.88,1751.532,484.011,0.9860,3.1607,-1.9195,-2.5111
123,4.92,1760.315,497.375,0.9898,2.8353,-1.7402,-2.2384
124,4.96,1769.818,511.051,0.9887,2.4959,-1.5463,-1.9593
125,5.0,1780.607,527.468,0.9815,2.0968,-1.3261,-1.6242
126,5.04,1792.962,544.339,0.9823,1.6708,-1.0740,-1.2799
127,5.08,1804.565,558.092,0.9844,1.3036,-0.8372,-0.9993
128,5.12,1815.029,572.511,0.9438,0.9412,-0.6236,-0.7050
129,5.16,1824.898,584.699,0.9008,0.6216,-0.4222,-0.4562
130,5.2,1830.146,591.798,0.9153,0.4430,-0.3151,-0.3114
131,5.24,1832.705,593.450,0.9422,0.3824,-0.2629,-0.2777
132,5.28,1834.133,596.072,0.9606,0.3239,-0.2338,-0.2241
133,5.32,1837.291,600.288,0.9724,0.2185,-0.1693,-0.1381
134,5.36,1840.845,604.934,0.9812,0.1060,-0.0968,-0.0433
135,5.4,1842.312,607.816,0.9870,0.0686,-0.0668,0.0155
136,5.44,1842.733,608.041,0.9906,0.0616,-0.0582,0.0201
137,5.48,1843.478,608.702,0.9927,0.0546,-0.0430,0.0336
138,5.52,1844.045,609.535,0.9951,0.0596,-0.0315,0.0506
139,5.56,1844.242,610.297,0.9959,0.0716,-0.0274,0.0662
140,5.6,1844.227,610.325,0.9971,0.0723,-0.0278,0.0667
141,5.64,1844.237,610.321,0.9977,0.0721,-0.0276,0.0666
142,5.68,1844.450,610.802,0.9975,0.0799,-0.0232,0.0765
143,5.72,1844.288,611.128,0.9979,0.0872,-0.0265,0.0831
144,5.76,1844.324,611.145,0.9979,0.0874,-0.0258,0.0835
145,5.8,1844.297,611.225,0.9984,0.0891,-0.0263,0.0851
146,5.84,1844.314,611.424,0.9988,0.0929,-0.0260,0.0892
147,5.88,1844.432,611.584,0.9985,0.0954,-0.0236,0.0924
148,5.92,1844.517,611.243,0.9983,0.0882,-0.0218,0.0855
149,5.96,1844.640,611.420,0.9988,0.0912,-0.0193,0.0891
150,6.0,1844.904,611.683,0.9994,0.0955,-0.0139,0.0945
151,6.04,1845.029,611.760,0.9995,0.0967,-0.0114,0.0960
152,6.08,1845.292,611.839,0.9990,0.0978,-0.0060,0.0976
153,6.12,1845.431,611.961,0.9984,0.1002,-0.0032,0.1001
154,6.16,1845.297,611.910,0.9991,0.0993,-0.0059,0.0991
155,6.2,1845.289,612.129,0.9987,0.1037,-0.0061,0.1035
156,6.24,1845.336,612.249,0.9987,0.1061,-0.0051,0.1060
157,6.28,1845.158,612.277,0.9994,0.1069,-0.0088,0.1066
158,6.32,1845.174,612.340,0.9995,0.1082,-0.0084,0.1079
159,6.36,1845.316,612.623,0.9991,0.1138,-0.0055,0.1136
160,6.4,1845.203,612.706,0.9994,0.1156,-0.0078,0.1153
161,6.44,1845.008,612.492,0.9998,0.1116,-0.0118,0.1110
162,6.48,1845.034,612.558,0.9998,0.1129,-0.0113,0.1123
163,6.52,1845.132,612.752,0.9996,0.1166,-0.0093,0.1163
164,6.56,1845.062,612.710,0.9997,0.1159,-0.0107,0.1154
165,6.6,1845.181,612.543,0.9996,0.1123,-0.0083,0.1120
166,6.64,1845.392,612.755,0.9989,0.1164,-0.0040,0.1163
167,6.68,1845.268,612.986,0.9990,0.1212,-0.0065,0.1210
168,6.72,1845.303,612.742,0.9992,0.1162,-0.0058,0.1161
169,6.76,1845.488,612.722,0.9985,0.1157,-0.0020,0.1157
170,6.8,1845.330,612.973,0.9989,0.1209,-0.0052,0.1208
171,6.84,1845.161,612.702,0.9997,0.1156,-0.0087,0.1153
172,6.88,1845.029,612.403,0.9998,0.1097,-0.0114,0.1091
173,6.92,1845.034,612.432,0.9999,0.1103,-0.0113,0.1097
174,6.96,1844.821,612.234,0.9995,0.1068,-0.0156,0.1057
175,7.0,1844.586,611.513,0.9988,0.0932,-0.0204,0.0910
176,7.04,1844.054,611.059,0.9991,0.0875,-0.0313,0.0817
177,7.08,1843.392,609.975,0.9982,0.0745,-0.0448,0.0596
178,7.12,1842.498,608.432,0.9974,0.0690,-0.0630,0.0281
179,7.16,1842.004,607.593,0.9987,0.0740,-0.0731,0.0110
180,7.2,1840.836,606.700,0.9975,0.0972,-0.0970,-0.0072
181,7.24,1837.712,601.497,0.9923,0.1967,-0.1607,-0.1134
182,7.28,1832.165,592.844,0.9844,0.3989,-0.2739,-0.2900
183,7.32,1824.977,583.222,0.9719,0.6430,-0.4206,-0.4864
184,7.36,1815.467,572.422,0.9517,0.9367,-0.6147,-0.7068
185,7.4,1805.867,559.184,0.9137,1.2695,-0.8106,-0.9770
186,7.44,1795.622,548.033,0.9072,1.5782,-1.0197,-1.2045
187,7.48,1785.930,536.869,0.9019,1.8799,-1.2175,-1.4324
188,7.52,1775.424,521.401,0.9122,2.2596,-1.4319,-1.7480
189,7.56,1764.303,501.860,0.9370,2.7131,-1.6588,-2.1468
190,7.6,1752.110,484.484,0.9445,3.1459,-1.9077,-2.5015
191,7.64,1744.184,473.742,0.9512,3.4183,-2.0695,-2.7207
192,7.68,1741.330,469.996,0.9463,3.5144,-2.1277,-2.7971
193,7.72,1738.950,465.921,0.9512,3.6100,-2.1763,-2.8803
194,7.76,1734.037,458.770,0.9503,3.7869,-2.2765,-3.0262
195,7.8,1728.868,452.913,0.9471,3.9458,-2.3820,-3.1457
196,7.84,1727.612,451.743,0.9537,3.9804,-2.4077,-3.1696
197,7.88,1729.588,453.548,0.9644,3.9267,-2.3673,-3.1328
198,7.92,1730.302,454.631,0.9712,3.9002,-2.3528,-3.1107
199,7.96,1728.412,453.341,0.9748,3.9445,-2.3913,-3.1370
200,8.0,1727.307,451.662,0.9783,3.9855,-2.4139,-3.1713
201,8.04,1727.834,451.710,0.9829,3.9782,-2.4031,-3.1703
202,8.08,1728.194,452.997,0.9847,3.9528,-2.3958,-3.1440
203,8.12,1727.522,452.281,0.9878,3.9728,-2.4095,-3.1587
204,8.16,1726.995,451.347,0.9908,3.9944,-2.4202,-3.1777
205,8.2,1727.037,451.536,0.9917,3.9908,-2.4194,-3.1739
206,8.24,1727.077,452.393,0.9938,3.9764,-2.4186,-3.1564
207,8.28,1726.945,452.156,0.9945,3.9819,-2.4213,-3.1612
208,8.32,1727.063,451.648,0.9958,3.9887,-2.4189,-3.1716
209,8.36,1726.774,452.002,0.9946,3.9865,-2.4247,-3.1643
210,8.4,1726.956,452.364,0.9968,3.9784,-2.4210,-3.1570
211,8.44,1726.972,452.178,0.9971,3.9812,-2.4207,-3.1607
212,8.48,1727.145,452.629,0.9978,3.9718,-2.4172,-3.1516
213,8.52,1726.819,453.139,0.9970,3.9676,-2.4238,-3.1411
214,8.56,1727.189,452.913,0.9972,3.9666,-2.4163,-3.1457
215,8.6,1727.317,452.981,0.9968,3.9640,-2.4137,-3.1444
216,8.64,1727.256,453.645,0.9980,3.9540,-2.4149,-3.1308
217,8.68,1727.370,453.689,0.9974,3.9518,-2.4126,-3.1299
218,8.72,1727.257,453.509,0.9982,3.9561,-2.4149,-3.1336
219,8.76,1727.344,453.996,0.9966,3.9472,-2.4131,-3.1236
220,8.8,1727.287,454.455,0.9978,3.9405,-2.4143,-3.1143
221,8.84,1727.558,454.105,0.9965,3.9428,-2.4087,-3.1214
222,8.88,1727.931,454.497,0.9985,3.9318,-2.4011,-3.1134
223,8.92,1728.000,455.251,0.9977,3.9187,-2.3997,-3.0980
224,8.96,1728.026,455.266,0.9981,3.9182,-2.3992,-3.0977
225,9.0,1728.312,455.667,0.9974,3.9081,-2.3934,-3.0896
226,9.04,1728.113,456.290,0.9974,3.9006,-2.3974,-3.0768
227,9.08,1728.544,456.346,0.9962,3.8943,-2.3886,-3.0757
228,9.12,1728.954,457.246,0.9962,3.8746,-2.3803,-3.0573
229,9.16,1729.492,458.665,0.9942,3.8451,-2.3693,-3.0284
230,9.2,1730.273,459.599,0.9943,3.8202,-2.3534,-3.0093
231,9.24,1730.935,460.625,0.9937,3.7954,-2.3398,-2.9884
232,9.28,1731.639,462.139,0.9921,3.7622,-2.3255,-2.9575
233,9.32,1733.171,463.810,0.9911,3.7161,-2.2942,-2.9234
234,9.36,1734.480,465.739,0.9893,3.6686,-2.2675,-2.8840
235,9.4,1735.314,467.502,0.9908,3.6299,-2.2505,-2.8480
236,9.44,1735.997,469.061,0.9903,3.5963,-2.2365,-2.8162
237,9.48,1737.781,471.348,0.9880,3.5371,-2.2001,-2.7695
238,9.52,1740.680,476.056,0.9844,3.4251,-2.1410,-2.6734
239,9.56,1744.870,482.928,0.9883,3.2622,-2.0555,-2.5332
240,9.6,1749.685,491.245,0.9918,3.0686,-1.9572,-2.3635
241,9.64,1755.445,500.547,0.9918,2.8476,-1.8396,-2.1736
242,9.68,1761.847,510.376,0.9923,2.6103,-1.7090,-1.9730
243,9.72,1770.033,523.474,0.9864,2.2993,-1.5419,-1.7057
244,9.76,1779.667,537.186,0.9874,1.9604,-1.3453,-1.4259
245,9.8,1789.237,548.353,0.9877,1.6606,-1.1500,-1.1980
246,9.84,1797.778,558.004,0.9875,1.3979,-0.9757,-1.0010
247,9.88,1807.022,570.652,0.9751,1.0823,-0.7870,-0.7429
248,9.92,1816.586,582.634,0.9173,0.7738,-0.5919,-0.4984
249,9.96,1822.414,589.863,0.9300,0.5889,-0.4729,-0.3509
250,10.0,1824.818,590.935,0.9452,0.5365,-0.4239,-0.3290
251,10.04,1826.775,593.409,0.9583,0.4743,-0.3839,-0.2785
252,10.08,1830.821,599.054,0.9662,0.3427,-0.3013,-0.1633
253,10.12,1835.006,604.644,0.9751,0.2215,-0.2159,-0.0492
254,10.16,1837.007,607.807,0.9827,0.1758,-0.1751,0.0154
255,10.2,1837.145,608.055,0.9877,0.1735,-0.1723,0.0204
256,10.24,1837.405,608.204,0.9909,0.1686,-0.1670,0.0235
257,10.28,1838.179,609.699,0.9934,0.1605,-0.1512,0.0540
258,10.32,1838.538,611.008,0.9935,0.1649,-0.1438,0.0807
259,10.36,1838.543,611.097,0.9952,0.1657,-0.1438,0.0825
260,10.4,1838.833,610.818,0.9966,0.1578,-0.1378,0.0768
261,10.44,1839.031,611.402,0.9976,0.1605,-0.1338,0.0887
262,10.48,1839.151,612.145,0.9976,0.1675,-0.1313,0.1039
263,10.52,1839.215,612.197,0.9979,0.1671,-0.1300,0.1049
264,10.56,1839.288,612.056,0.9977,0.1641,-0.1286,0.1021
265,10.6,1839.455,612.585,0.9980,0.1685,-0.1251,0.1129
266,10.64,1839.558,612.490,0.9982,0.1657,-0.1230,0.1109
267,10.68,1839.743,612.422,0.9990,0.1619,-0.1193,0.1095
268,10.72,1840.030,612.653,0.9994,0.1610,-0.1134,0.1142
269,10.76,1840.236,612.907,0.9989,0.1618,-0.1092,0.1194
270,10.8,1840.334,612.978,0.9986,0.1616,-0.1072,0.1209
271,10.84,1840.412,613.000,0.9984,0.1609,-0.1056,0.1213
272,10.88,1840.186,613.042,0.9987,0.1645,-0.1102,0.1222
273,10.92,1840.222,613.263,0.9992,0.1675,-0.1095,0.1267
274,10.96,1840.281,613.381,0.9992,0.1685,-0.1083,0.1291
275,11.0,1840.195,613.478,0.9995,0.1712,-0.1100,0.1311
276,11.04,1840.058,613.541,0.9997,0.1739,-0.1128,0.1324
277,11.08,1840.271,613.582,0.9993,0.1718,-0.1085,0.1332
278,11.12,1840.315,613.674,0.9992,0.1727,-0.1076,0.1351
279,11.16,1840.191,613.721,0.9995,0.1750,-0.1101,0.1360
280,11.2,1840.360,613.664,0.9991,0.1720,-0.1067,0.1349
281,11.24,1840.660,613.604,0.9988,0.1673,-0.1005,0.1337
282,11.28,1840.840,613.855,0.9990,0.1692,-0.0969,0.1388
283,11.32,1840.729,613.800,0.9989,0.1696,-0.0991,0.1377
284,11.36,1841.011,613.694,0.9996,0.1646,-0.0934,0.1355
285,11.4,1841.139,614.193,0.9992,0.1716,-0.0908,0.1457
286,11.44,1840.907,614.360,0.9997,0.1771,-0.0955,0.1491
287,11.48,1841.051,614.176,0.9994,0.1723,-0.0926,0.1453
288,11.52,1841.277,614.537,0.9992,0.1762,-0.0879,0.1527
289,11.56,1841.263,614.881,0.9990,0.1825,-0.0882,0.1597
290,11.6,1841.179,614.662,0.9996,0.1794,-0.0900,0.1552
291,11.64,1841.191,614.589,0.9996,0.1780,-0.0897,0.1538
292,11.68,1841.182,614.838,0.9994,0.1825,-0.0899,0.1588
293,11.72,1841.258,614.849,0.9992,0.1819,-0.0883,0.1591
294,11.76,1841.379,614.708,0.9989,0.1782,-0.0859,0.1562
295,11.8,1841.328,614.882,0.9990,0.1819,-0.0869,0.1597
296,11.84,1841.151,615.027,0.9988,0.1862,-0.0905,0.1627
297,11.88,1841.371,614.994,0.9986,0.1835,-0.0860,0.1620
298,11.92,1841.251,615.047,0.9986,0.1856,-0.0885,0.1631
299,11.96,1841.198,615.200,0.9992,0.1888,-0.0896,0.1662
300,12.0,1841.060,615.195,0.9994,0.1901,-0.0924,0.1661
301,12.04,1841.024,615.140,0.9994,0.1895,-0.0931,0.1650
302,12.08,1840.995,615.248,0.9996,0.1917,-0.0937,0.1672
303,12.12,1840.893,615.249,0.9996,0.1927,-0.0958,0.1672
304,12.16,1840.956,615.134,0.9995,0.1900,-0.0945,0.1649
305,12.2,1840.940,615.251,0.9997,0.1923,-0.0948,0.1673
306,12.24,1840.759,615.080,0.9992,0.1911,-0.0985,0.1638
307,12.28,1840.825,614.624,0.9995,0.1825,-0.0972,0.1545
308,12.32,1840.588,614.212,0.9987,0.1782,-0.1020,0.1461
309,12.36,1840.124,614.019,0.9987,0.1806,-0.1115,0.1421
310,12.4,1839.556,613.066,0.9981,0.1738,-0.1231,0.1227
311,12.44,1838.687,611.340,0.9982,0.1658,-0.1408,0.0875
312,12.48,1838.076,609.942,0.9979,0.1642,-0.1533,0.0589
313,12.52,1836.648,608.687,0.9962,0.1854,-0.1824,0.0333
314,12.56,1832.789,603.350,0.9923,0.2719,-0.2612,-0.0756
315,12.6,1826.292,593.090,0.9832,0.4861,-0.3938,-0.2850
316,12.64,1818.723,581.511,0.9623,0.7565,-0.5482,-0.5213
317,12.68,1808.391,570.386,0.9346,1.0659,-0.7591,-0.7483
318,12.72,1799.944,560.310,0.9083,1.3333,-0.9315,-0.9540
319,12.76,1793.437,553.422,0.9099,1.5267,-1.0643,-1.0945
320,12.8,1787.075,546.389,0.9097,1.7201,-1.1941,-1.2381
321,12.84,1777.546,536.076,0.9049,2.0066,-1.3886,-1.4486
322,12.88,1765.570,524.007,0.9458,2.3536,-1.6330,-1.6949
323,12.92,1755.853,512.873,0.9452,2.6548,-1.8313,-1.9221
324,12.96,1748.046,505.087,0.9485,2.8798,-1.9906,-2.0810
325,13.0,1749.889,493.660,0.9600,3.0282,-1.9530,-2.3142
326,13.04,1744.171,483.106,0.9643,3.2684,-2.0697,-2.5296
327,13.08,1740.683,477.588,0.9679,3.4007,-2.1409,-2.6422
328,13.12,1736.136,474.851,0.9683,3.5027,-2.2337,-2.6980
329,13.16,1733.586,468.180,0.9646,3.6410,-2.2857,-2.8342
330,13.2,1730.209,462.524,0.9661,3.7742,-2.3546,-2.9496
331,13.24,1727.165,460.485,0.9675,3.8455,-2.4168,-2.9912
332,13.28,1726.279,459.579,0.9725,3.8713,-2.4349,-3.0097
333,13.32,1726.943,458.737,0.9784,3.8762,-2.4213,-3.0269
334,13.36,1726.722,459.098,0.9819,3.8733,-2.4258,-3.0195
335,13.4,1726.190,458.920,0.9832,3.8829,-2.4367,-3.0232
336,13.44,1725.697,457.656,0.9863,3.9093,-2.4467,-3.0489
337,13.48,1725.608,457.316,0.9886,3.9158,-2.4485,-3.0559
338,13.52,1725.358,458.271,0.9899,3.9039,-2.4536,-3.0364
339,13.56,1725.143,457.733,0.9926,3.9152,-2.4580,-3.0474
340,13.6,1724.883,456.981,0.9920,3.9304,-2.4633,-3.0627
341,13.64,1724.753,456.858,0.9929,3.9341,-2.4660,-3.0652
342,13.68,1724.609,457.018,0.9942,3.9334,-2.4689,-3.0620
343,13.72,1724.946,456.948,0.9951,3.9302,-2.4621,-3.0634
344,13.76,1724.755,456.560,0.9964,3.9388,-2.4660,-3.0713
345,13.8,1724.708,456.481,0.9969,3.9406,-2.4669,-3.0729
346,13.84,1724.779,456.519,0.9976,3.9391,-2.4655,-3.0722
347,13.88,1724.725,456.427,0.9975,3.9413,-2.4666,-3.0740
348,13.92,1724.400,456.590,0.9969,3.9428,-2.4732,-3.0707
349,13.96,1724.312,456.621,0.9975,3.9435,-2.4750,-3.0701
350,14.0,1724.265,456.455,0.9977,3.9467,-2.4760,-3.0735
351,14.04,1724.362,456.870,0.9974,3.9389,-2.4740,-3.0650
352,14.08,1723.962,457.131,0.9978,3.9399,-2.4821,-3.0597
353,14.12,1724.220,457.326,0.9980,3.9335,-2.4769,-3.0557
354,14.16,1724.734,457.614,0.9980,3.9223,-2.4664,-3.0498
355,14.2,1724.924,458.223,0.9980,3.9102,-2.4625,-3.0374
356,14.24,1725.143,457.926,0.9975,3.9121,-2.4580,-3.0434
357,14.28,1724.874,457.557,0.9987,3.9214,-2.4635,-3.0510
358,14.32,1725.085,457.882,0.9979,3.9135,-2.4592,-3.0443
359,14.36,1725.174,458.413,0.9984,3.9040,-2.4574,-3.0335
360,14.4,1724.915,458.330,0.9987,3.9086,-2.4627,-3.0352
361,14.44,1724.704,458.255,0.9981,3.9125,-2.4670,-3.0367
362,14.48,1724.946,458.514,0.9990,3.9053,-2.4621,-3.0314
363,14.52,1725.238,458.881,0.9978,3.8957,-2.4561,-3.0239
364,14.56,1724.993,459.101,0.9975,3.8954,-2.4611,-3.0195
365,14.6,1725.117,459.382,0.9986,3.8894,-2.4586,-3.0137
366,14.64,1725.643,459.300,0.9975,3.8839,-2.4478,-3.0154
367,14.68,1725.741,459.655,0.9975,3.8770,-2.4458,-3.0082
368,14.72,1725.880,460.291,0.9980,3.8651,-2.4430,-2.9952
369,14.76,1726.112,461.135,0.9962,3.8488,-2.4383,-2.9780
370,14.8,1726.981,462.316,0.9959,3.8189,-2.4205,-2.9538
371,14.84,1728.274,464.757,0.9928,3.7637,-2.3941,-2.9040
372,14.88,1730.246,468.245,0.9885,3.6832,-2.3539,-2.8329
373,14.92,1733.229,471.896,0.9857,3.5870,-2.2930,-2.7583
374,14.96,1735.136,475.315,0.9859,3.5085,-2.2541,-2.6886
375,15.0,1737.821,478.702,0.9837,3.4203,-2.1993,-2.6194
376,15.04,1741.319,483.952,0.9893,3.2924,-2.1279,-2.5123
377,15.08,1745.853,490.690,0.9919,3.1277,-2.0354,-2.3748
378,15.12,1751.184,498.919,0.9919,2.9295,-1.9266,-2.2069
379,15.16,1756.938,508.057,0.9927,2.7120,-1.8092,-2.0204
380,15.2,1763.428,518.333,0.9905,2.4678,-1.6767,-1.8107
381,15.24,1770.905,529.682,0.9887,2.1946,-1.5241,-1.5790
