frame,t_s,x_px,y_px,score,disp_mm,dx_mm,dy_mm
292,11.68,1483.209,632.206,0.9729,0.6259,-0.4642,0.4198
293,11.72,1483.861,632.457,0.9763,0.6194,-0.4504,0.4251
294,11.76,1483.978,632.199,0.9745,0.6138,-0.4479,0.4197
295,11.8,1484.169,631.838,0.9766,0.6057,-0.4439,0.4121
296,11.84,1484.322,631.975,0.9753,0.6053,-0.4407,0.4149
297,11.88,1485.254,631.693,0.9793,0.5869,-0.4210,0.4090
298,11.92,1485.493,631.926,0.9772,0.5868,-0.4159,0.4139
299,11.96,1486.137,631.894,0.9771,0.5767,-0.4023,0.4132
300,12.0,1486.678,631.760,0.9797,0.5668,-0.3909,0.4104
301,12.04,1487.678,632.221,0.9807,0.5597,-0.3698,0.4201
302,12.08,1488.272,632.199,0.9787,0.5511,-0.3572,0.4197
303,12.12,1488.538,631.915,0.9796,0.5429,-0.3516,0.4137
304,12.16,1489.519,632.267,0.9826,0.5356,-0.3309,0.4211
305,12.2,1490.289,632.374,0.9827,0.5275,-0.3146,0.4234
306,12.24,1491.034,632.512,0.9803,0.5206,-0.2989,0.4263
307,12.28,1491.728,632.395,0.9859,0.5103,-0.2842,0.4238
308,12.32,1492.534,632.342,0.9868,0.5001,-0.2672,0.4227
309,12.36,1493.333,632.427,0.9872,0.4928,-0.2503,0.4245
310,12.4,1494.220,632.270,0.9844,0.4807,-0.2316,0.4212
311,12.44,1494.776,631.688,0.9858,0.4642,-0.2198,0.4089
312,12.48,1496.319,632.210,0.9854,0.4598,-0.1872,0.4199
313,12.52,1497.323,632.474,0.9893,0.4567,-0.1660,0.4255
314,12.56,1498.696,632.224,0.9886,0.4420,-0.1370,0.4202
315,12.6,1499.607,632.749,0.9882,0.4471,-0.1178,0.4313
316,12.64,1500.591,632.635,0.9907,0.4397,-0.0970,0.4289
317,12.68,1501.470,632.662,0.9911,0.4366,-0.0784,0.4295
318,12.72,1502.250,633.745,0.9887,0.4566,-0.0619,0.4523
319,12.76,1502.628,633.485,0.9912,0.4501,-0.0540,0.4468
320,12.8,1503.100,633.498,0.9879,0.4493,-0.0440,0.4471
321,12.84,1503.604,634.095,0.9874,0.4609,-0.0333,0.4597
322,12.88,1503.624,633.791,0.9880,0.4545,-0.0329,0.4533
323,12.92,1504.341,634.075,0.9843,0.4597,-0.0178,0.4593
324,12.96,1504.472,634.527,0.9908,0.4691,-0.0150,0.4689
325,13.0,1504.820,634.330,0.9886,0.4648,-0.0076,0.4647
326,13.04,1505.091,634.532,0.9868,0.4690,-0.0019,0.4690
327,13.08,1505.209,634.895,0.9867,0.4766,0.0006,0.4766
328,13.12,1505.496,634.733,0.9891,0.4733,0.0066,0.4732
329,13.16,1505.679,634.787,0.9862,0.4745,0.0105,0.4744
330,13.2,1506.211,635.294,0.9864,0.4855,0.0217,0.4851
331,13.24,1506.385,635.288,0.9887,0.4856,0.0254,0.4849
332,13.28,1506.552,635.375,0.9896,0.4876,0.0289,0.4868
333,13.32,1506.696,635.589,0.9886,0.4923,0.0320,0.4913
334,13.36,1506.889,635.725,0.9825,0.4955,0.0361,0.4942
335,13.4,1507.266,636.166,0.9844,0.5054,0.0440,0.5035
336,13.44,1506.899,635.660,0.9834,0.4941,0.0363,0.4928
337,13.48,1506.810,635.791,0.9831,0.4968,0.0344,0.4956
338,13.52,1506.684,635.924,0.9828,0.4994,0.0317,0.4984
339,13.56,1506.708,635.791,0.9852,0.4966,0.0322,0.4956
340,13.6,1506.915,636.107,0.9847,0.5036,0.0366,0.5022
341,13.64,1506.667,635.608,0.9883,0.4927,0.0314,0.4917
342,13.68,1506.881,635.341,0.9866,0.4874,0.0359,0.4860
343,13.72,1506.654,635.873,0.9843,0.4983,0.0311,0.4973
344,13.76,1507.031,635.700,0.9845,0.4952,0.0391,0.4936
345,13.8,1506.967,635.363,0.9847,0.4880,0.0377,0.4865
346,13.84,1507.226,635.265,0.9855,0.4864,0.0432,0.4844
347,13.88,1507.079,635.533,0.9853,0.4918,0.0401,0.4901
348,13.92,1507.190,635.482,0.9876,0.4909,0.0424,0.4890
349,13.96,1507.214,635.603,0.9876,0.4935,0.0429,0.4916
350,14.0,1506.921,635.698,0.9819,0.4950,0.0367,0.4936
351,14.04,1506.993,635.401,0.9833,0.4888,0.0382,0.4873
352,14.08,1506.871,635.579,0.9847,0.4924,0.0357,0.4911
353,14.12,1506.846,635.625,0.9847,0.4933,0.0352,0.4921
354,14.16,1506.867,635.440,0.9864,0.4894,0.0356,0.4881
355,14.2,1506.821,635.576,0.9858,0.4922,0.0346,0.4910
356,14.24,1506.787,635.598,0.9861,0.4927,0.0339,0.4915
357,14.28,1506.914,635.462,0.9855,0.4900,0.0366,0.4886
358,14.32,1506.897,635.579,0.9844,0.4924,0.0362,0.4911
359,14.36,1507.049,635.853,0.9836,0.4984,0.0394,0.4969
360,14.4,1507.342,635.702,0.9882,0.4958,0.0456,0.4937
361,14.44,1507.553,635.749,0.9876,0.4972,0.0501,0.4947
362,14.48,1507.651,635.669,0.9879,0.4957,0.0522,0.4930
363,14.52,1507.765,635.606,0.9871,0.4947,0.0546,0.4917
364,14.56,1507.999,635.546,0.9831,0.4940,0.0595,0.4904
365,14.6,1507.794,635.702,0.9853,0.4968,0.0552,0.4937
366,14.64,1507.964,635.598,0.9829,0.4950,0.0588,0.4915
367,14.68,1507.742,635.665,0.9867,0.4959,0.0541,0.4929
368,14.72,1507.723,635.506,0.9886,0.4925,0.0537,0.4895
369,14.76,1507.323,635.940,0.9848,0.5008,0.0452,0.4987
370,14.8,1507.421,635.774,0.9875,0.4975,0.0473,0.4952
371,14.84,1507.313,635.931,0.9851,0.5005,0.0450,0.4985
372,14.88,1507.587,636.117,0.9856,0.5050,0.0508,0.5024
373,14.92,1507.534,636.088,0.9844,0.5043,0.0497,0.5018
374,14.96,1507.494,636.294,0.9885,0.5085,0.0488,0.5062
375,15.0,1507.275,636.464,0.9877,0.5117,0.0442,0.5098
376,15.04,1507.196,636.420,0.9863,0.5106,0.0425,0.5088
377,15.08,1507.312,636.246,0.9859,0.5072,0.0450,0.5052
378,15.12,1507.092,636.690,0.9853,0.5161,0.0404,0.5146
379,15.16,1507.166,636.627,0.9870,0.5149,0.0419,0.5132
380,15.2,1507.011,636.599,0.9845,0.5141,0.0386,0.5126
381,15.24,1507.061,636.687,0.9852,0.5160,0.0397,0.5145
382,15.28,1506.960,636.361,0.9848,0.5090,0.0376,0.5076
383,15.32,1507.140,636.730,0.9859,0.5171,0.0414,0.5154
384,15.36,1507.442,637.019,0.9822,0.5237,0.0477,0.5215
385,15.4,1507.451,636.452,0.9891,0.5118,0.0479,0.5095
