time_s,current_uA,voltage_V,confident,force_mN,stress_MPa,stress_smooth_MPa,force_smooth_mN
809.5,2998.72,10.8,True,61.236000000000004,2.7834545454545454,2.787062727272727,61.31538
809.6,2998.72,10.8,True,61.236000000000004,2.7834545454545454,2.787062727272727,61.31538
809.7,2998.72,10.807,True,61.275690000000004,2.7852586363636367,2.787835909090909,61.332390000000004
809.8,2998.72,10.807,True,61.275690000000004,2.7852586363636367,2.787835909090909,61.332390000000004
809.9,2998.72,10.807,True,61.275690000000004,2.7852586363636367,2.787062727272727,61.31538
810.0,2998.72,10.904,True,61.82568,2.8102581818181815,2.787062727272727,61.31538
810.1,2998.72,10.804,True,61.25868,2.7844854545454547,2.787062727272727,61.31538
810.2,2998.72,10.904,True,61.82568,2.8102581818181815,2.787062727272727,61.31538
810.3,2998.72,10.804,True,61.25868,2.7844854545454547,2.787062727272727,61.31538
810.4,2998.72,10.807,True,61.275690000000004,2.7852586363636367,2.787062727272727,61.31538
810.5,2998.72,10.807,True,61.275690000000004,2.7852586363636367,2.787062727272727,61.31538
810.6,2998.72,10.807,True,61.275690000000004,2.7852586363636367,2.787062727272727,61.31538
810.7,2998.72,10.9,True,61.803000000000004,2.8092272727272727,2.787062727272727,61.31538
810.8,2998.72,10.808,True,61.28136,2.785516363636363,2.787062727272727,61.31538
810.9,2998.72,10.8,True,61.236000000000004,2.7834545454545454,2.787062727272727,61.31538
811.0,2998.72,10.8,True,61.236000000000004,2.7834545454545454,2.787062727272727,61.31538
811.1,2998.72,10.8,True,61.236000000000004,2.7834545454545454,2.787062727272727,61.31538
811.2,2998.72,10.8,True,61.236000000000004,2.7834545454545454,2.787062727272727,61.31538
811.3,2998.72,10.9,True,61.803000000000004,2.8092272727272727,2.787062727272727,61.31538
811.4,2998.72,10.8,True,61.236000000000004,2.7834545454545454,2.787062727272727,61.31538
811.5,2998.72,10.81,True,61.2927,2.786031818181818,2.787062727272727,61.31538
811.6,2998.72,10.81,True,61.2927,2.786031818181818,2.787062727272727,61.31538
811.7,2998.72,10.81,True,61.2927,2.786031818181818,2.787062727272727,61.31538
811.8,2998.72,10.814,True,61.31538,2.787062727272727,2.787062727272727,61.31538
811.9,2998.72,10.814,True,61.31538,2.787062727272727,2.787062727272727,61.31538
812.0,2998.72,10.814,True,61.31538,2.787062727272727,2.787062727272727,61.31538
812.1,2998.72,10.814,True,61.31538,2.787062727272727,2.787835909090909,61.332390000000004
812.2,2998.72,10.819,True,61.34373,2.7883513636363633,2.787835909090909,61.332390000000004
812.3,2998.72,10.817,True,61.332390000000004,2.787835909090909,2.787835909090909,61.332390000000004
